,Twit,Tag,Num,Nombre
1443,@LILIRANG @yoquieroopinar @zoquetuno @monicedrez @sferrea @silviaalejandra @Luchosori @monicamurno2010 @LaVozArgentina5 @100DiasTelefe SIP pero no dura. Se viene la lluvia por acá,1,97846,mechi
1444,"La lluvia de ideas es la fase del proceso de planificación natural en la que defines cómo llevar a cabo tu propósito.

👉🏼 El modelo de planificación natural de #GTD: https://t.co/8mXJkj6RwA #Productividad",0,1709,mechi
1445,No se porque se asustan de la tormenta. Si es to' culpa nuestra.  Si cuidaramos más la naturaleza no pasaria todo lo que esta pasando.,0,28335,mechi
1446,linda tormenta xd menos mal que me volví temprano,1,64166,mechi
1447,Comiendo chocotorta y 1L de te me avisaron que saque otra materia. Y llueve. Hablenme de felicidad.,1,106962,mechi
1448,mucha tormenta mucha tormenta pero mi compañía? ah si la serie🙆🏼‍♂️,0,44132,mechi
1449,La lluvia con él es lo mejor de mi día.,0,14630,mechi
1450,Camilo se emociona con la lluvia 😍😍,0,46627,mechi
1451,che ustedes hace como dos hora tuiteaban de la lluvia y aca recien ahora empezo a llover estamos atrasados hasta en eso vamos que la matanza avanza,1,93851,mechi
1452,Verde lluvia. https://t.co/34BN4iIIPm,0,84884,mechi
1453,"""«Cualquier dios sirve durante una tormenta."" https://t.co/x7ykSohPLp",0,39406,mechi
1454,Otro día de calor insoportable.... Lluvia ven ya....,1,43905,mechi
1455,Esos truenos la puta madre,1,56615,mechi
1456,"Cargo una sal, 2 semanas sin Internet, hoy volvió, cayó ese rayo de mierda y chau internet lpm",1,55192,mechi
1457,"Reunido hoy con vecinos de zona 8 y 9 con los cuales venimos trabajando en conjunto en asuntos hídricos. Estas zonas en el pasado fueron de las mas afectadas durantes las lluvias, hoy se encuentran agradecidos de los trabajos realizados en el barrio😊

#SigamosTrabajandoJuntos https://t.co/AbycBhPDVH",0,42565,mechi
1458,El fresquito que entra por la ventana y la lluvia de fondo en este momento son todo lo que está bien...,1,1456,mechi
1459,"14h ClimaRafaela: Temp. 25.2 °C, Hum. 60 %, Bar. 1002.7 mbar, Lluvia 0 mm, Viento 7.2 km/h S #Weathercloud",0,54180,mechi
1460,@MadisonCelestte Mira si llueve me vas a dejar mojar💔😑,0,58484,mechi
1461,Llueve Egon.. https://t.co/LhX7DlSiyX,0,29866,mechi
1462,"Voy a decir que el rayo de recién me despertó y creo que me voló parte del techo. Nada eso,me fui a seguir durmiendo",1,87281,mechi
1463,"AHORA | Avance de sistema de lluvias y tormentas sobre el Norte de Bs As, CABA/GBA/La Plata. Lluvias de variada intensidad, algunas ráfagas de viento y actividad eléctrica se hace lugar en la mañana del Sábado en la región. https://t.co/owAt8wHsUe",1,101184,mechi
1464,1 ganas de salir a andar en bici con esta lluvia,1,104661,mechi
1465,bastaba que yo encuentre un trabajo en el cual tengo que andar por la calle para que se largue tremenda tormenta jaj sigue mi mala leche jaj,1,92454,mechi
1466,Lo peor del calor y la lluvia que es fija que te encontras con una araña,0,17283,mechi
1467,Toda la mañana acostada escuchando cómo llueve😍,1,86169,mechi
1468,Me siento en Seattle (greys). Llueve todos los días 😂,1,24578,mechi
1469,"#Mundo 🌎 | La lluvia amenaza las tareas de búsqueda de los 870 desaparecidos en los incendios de California
➡️https://t.co/FhpWIg2RrV https://t.co/GCU5za0P9t",1,42973,mechi
1470,Amo la lluvia!,0,50756,mechi
1471,Todos se quedan hasta las dos para ver la lluvia de estrellas y yo capaz que me quedo hasta las dos repasando jajajajaja qué sad,0,74803,mechi
1472,"Volviendo de vidon en plena lluvia desde siempre, el clásico de clásicos",0,98943,mechi
1473,Cómo llueve coño,1,25587,mechi
1474,y para completar la semana ya compramos las anticipadas para el fieston osea que mañana seguro llueve o hace un calor infernal,0,79639,mechi
1475,DATOS 05:00HS - TEMP 21.2°C - HR 88% - PRESION 961.6Hpa - VTO S 12 Km/h - CIELO PARCIALMENTE CUBIERTO - VISIBILIDAD 10 KM - TRUENOS,1,72541,mechi
1476,Tornado golpeó a San Francisco y causó graves daños https://t.co/wcDOwpE1PO,1,70178,mechi
1477,"@roebe1984 Ufff....que loco no.....por aquí hay una tormenta ,que la estoy calificando d feroz ....como todo el p..... día.....ah y 17* grados....",1,77611,mechi
1478,"🤗😃Buen día 😃🤗
😉Que tengan un excelente comienzo de semana 😉
🌧️🌂☔ Que la lluvia no te pare💪💪💪
🌈 Después de la tormenta siempre sale el sol ☀️
#BuenComienzoDeSemana #BuenDía #Lunes #Lluvia… https://t.co/eSh1pHPn0X",0,30516,mechi
1479,Lluvia hoy tenes que darlo todo mira que no juega ir a la esc.,0,27843,mechi
1480,Y acá es donde deseo; que me parta un rayo😊 https://t.co/0Q2fussDJq,0,37026,mechi
1481,Porque no llueve acaaaaaaa también 😢😭😭😭😭😭,1,107515,mechi
1482,@tomisacco09 Con razón la lluvia...,1,82257,mechi
1483,"Nunca yo en todos mis cumplañito quiero hacer algo, la única putísima vez que organizo algo con mis amigas dan lluvia, tormenta, un tsunami y la concha navideña de su madre.",0,97320,mechi
1484,Ya me puse la alarma pa tomar sol tempranito... seguro tengo tanta suerte que llueve jajajaj,0,63848,mechi
1485,Cómo amo la lluvia♡,0,26391,mechi
1486,BUENO QUE SE VENGA LA LLUVIA PARA ACÁ,1,9123,mechi
1487,desciende el trueno y prendo fuego algo #FMSLAFINAL,0,103230,mechi
1488,Carlos Rivera - Día de Lluvia (Versión Acústica) ft. Abel Pintos https://t.co/KovjQ4xCc2,0,87919,mechi
1489,"Hablando con 2 locos en Grindr: ambos solos, uno carilindo, otro Ortilindo. Ambos con ganas de hacer algo, LLUVIA DE FONDO pero a ninguno se le cae una invitación HISTERIQUEO NAO TEM FIN...
Dsps se me enojan cuando ya tardo en decidirme...",0,4073,mechi
1490,qué onda este sol ?  yo quiero los 5dias de lluvia que me prometieron,1,105227,mechi
1491,"Creo que el único amor de mi vida y lo será siempre es [trueno , wos , cacha y bueno flecha ] xddddd",0,69336,mechi
1492,la verdad que dormí todo el dia por la maldita lluvia y ahora no voy a dormir 😑,1,32236,mechi
1493,"Estos días en la ciudad fueron: de dia sol, de noche lluvia",1,62893,mechi
1494,"Los chocolates que te di, y todas las flores
Se convierten hoy en día en pesadillas y dolores
Ya yo perdí la fe de que tu mejores
Si después de la lluvia sale el arcoiris pero sin colores",0,88248,mechi
1495,Se cebó la lluvia eh,1,2730,mechi
1496,"estoy a una falta de quedarme libre y rendir todo el año, pero la lluvia no ayuda y yo tengo ganas de quedarme a dormir",0,25680,mechi
1497,"13y14 de diciembre lluvia de estrellas a las 2am ♥️♥️♥️♥️
#holarecordatorio",0,62258,mechi
1498,Ni llueve e,1,7097,mechi
1499,Culiada lluvia papuda.,1,76048,mechi
1500,"Tremenda la tormenta, se me están moviendo las sillas en el balcón",1,76302,mechi
1501,"Que abuso como llueve culiado, no se como verga me voy a ir a mi casa Ahora",1,75580,mechi
1502,Ni la lluvia nos paró locoo,0,60653,mechi
1503,"Personal Fest 2018: Lorde, MGMT y Warpaint hicieron olvidar la tormenta https://t.co/KBdEMiV79U https://t.co/T9O0ZPmzmV",0,32841,mechi
1504,Lluvia puta,1,9222,mechi
1505,@lizytagliani Que suerte aca en #SantaFe si llueve y mucho 😣,1,2078,mechi
1506,"Qué ganas de estar tomando mates, hablando con vos, escuchando la lluvia y callejeros de fondo! Extrañándote mucho ojuda!!!!",0,46516,mechi
1507,"La siesta con tormenta, lo mejor que me puede pasar",1,106899,mechi
1508,@c_aguilar03 @dologarcia15 Con y sin lluvia no está mal,0,49743,mechi
1509,Empecé mi día a las apuradas pero escuchando la lluvia y recibiendo mensajes muy lindos así que ya es un lindisimo martes,1,52241,mechi
1510,"El saldo de la #tormenta sobre #Colectividades: analizan #extender la feria
https://t.co/JVnuNVR9r1",0,21447,mechi
1511,"Abril: Oye tengo una propuesta para hacerte
Yo: Dime
 Abril: Emm
Abril: La semana que viene el 13 y 14 hay lluvia de estrellas
Abril: Yyyy
Abril: Te quería preguntar si las querías ver conmigo 

Diooo😍",0,59436,mechi
1512,Tantos días de lluvia y ni 1 puto dia dormi acompañada 👍,0,26370,mechi
1513,"Arrancas el día con calor y termina con frío y viento y sumale la lluvia
Tan santa fe que duele",1,46591,mechi
1514,"@catapereyra1999 Si estás en junín, y estás viviendo semejante tormenta. Creo que a ninguna edad se deja de tenerle miedo😖😢😤",1,65838,mechi
1515,Tremenda tormenta😣,1,99902,mechi
1516,loco empezaron las colectividades y no recibimos nuestra tormenta A DÓNDE ESTÁ LA TORMENTA,1,9746,mechi
1517,Hoy me graduo chicos por eso llueve,0,55991,mechi
1518,Me encantan las tormentas.,0,73181,mechi
1519,Te amo tormenta y lluvia,0,103438,mechi
1520,"Pueden creer que fuimos hasta mitad de camino y nos volvimos por la tormenta? Tenemos tanta suerte que capaz no llueve una chota, indignada 😒 @PBuchardo",1,104014,mechi
1521,@mentaesperanza dale que no llueve no 💣 https://t.co/POXHPQ1BNy,0,55168,mechi
1522,@salocinuy Acabo de ver una imagen de esas tipo mapa de calor que muestran el movimiento de las tormentas sobre un mapa y viene exactamente desde el otro lado del que yo decía. Confirmé que claramente no tengo ninguna de las cualidades de Sol Pérez,0,43237,mechi
1523,"3h ClimaRafaela: Temp. 16.3 °C, Hum. 80 %, Bar. 1003 mbar, Lluvia 0 mm, Viento 0 km/h S #Weathercloud",0,48542,mechi
1524,Llueve pero no hay ni un poquito de viento lpm.,1,81624,mechi
1525,"Che, ese trueno me hizo llorar. Nada, sólo decía.",1,22844,mechi
1526,Ahí bajo la lluvia también participe junto a mi familia. Los seguimos acompañando https://t.co/0UBRaqByji,0,89815,mechi
1527,"Llueve y sigue el calor en Rosario, ideal para bailar #Salsa #Bachata",1,107191,mechi
1528,"Hoy fue un buen día y lo culminé con la suerte de que la lluvia pare hasta que llegué a la puerta de casa, desp se largo con toda, anda a saber porque tantas buenas vibras en un día, seguro se vienen 10 años de mala suerte",1,101616,mechi
1529,"Turistas heridos, daños en cultivos y caída de árboles tras una feroz tormenta https://t.co/uvPUXU6efI",1,104116,mechi
1530,Truenos,1,103930,mechi
1531,"Que lindo es la lluvia y andar en moto, combinación perfecta 😍",0,63689,mechi
1532,Que crueldad tener que levantarse con esta lluvia😟,1,83706,mechi
1533,"Le ofrecí mis resúmenes a medio mundo más o menos y el cuadernillo de los resúmenes ya pasó como 3 tormentas. Si después las fotocopias no salen, no me hago cargo",0,36896,mechi
1534,"1. MAÑANA LLUEVE
2. DE PRIMER MOMENTO TENÍA QUE SER EL MIÉRCOLES
3. PODÍAN PONER LA LONA QUE PONEN SIEMPRE QUE LLEVE
4. QUE SEA EL MIÉRCOLES A LA NOCHE
5. MATAR O MORIR https://t.co/P8LPLHy6Sv",0,8030,mechi
1535,@urqui87 @ReclamosCordoba Como la lluvia,0,108881,mechi
1536,"que hermosa lluvia, que paz💆",1,67286,mechi
1537,"20 años pero parece que fue ayer que te marchaste, te grabaste a fuego en nuestros corazones... En cada asado, en cada tarde de lluvia, el olor a torta fritas, ver chicos con bariletes o… https://t.co/TKvCe6w9SH",0,63992,mechi
1538,Cucha esos truenos mannnn,1,14207,mechi
1539,"El Cipriani: ""Para los vecinos de calle urquiza...la lluvia es dolor de cabeza porque nuestras casas se inundan!!!""",0,973,mechi
1540,Esta lluvia es un placer,1,102569,mechi
1541,Se viene la lluvia,1,53690,mechi
1542,Tengo unas ganas de salir al patio a ver la tormenta y que me dé el viento en la cara PERO HACE ALTO CALOR mejor pongo la cara abajo del aire,1,73058,mechi
1543,No solo los días de lluvia está para la compañía,0,85328,mechi
1544,Opa me había dormido de vuelta y me despertó el tremendo trueno ese jajaja 🤦🏽‍♂️😩,1,32005,mechi
1545,Mi insomnio tiene nombre y se llama miedo a la tormenta,0,23156,mechi
1546,Encima llueve con burbujas lpm,0,92596,mechi
1547,Que hermoso que es escuchar a cerati mientras llueve,0,39803,mechi
1548,"#VillaMaria 01:00 hs | Temp 18.5°C Min=17.3°C (00:12) Max=18.5°C (00:53) | Hum.59 | Viento 5.0 km/h NO, Pres.992.6 hpa Lluvia   0.0 mm",0,59212,mechi
1549,"#VillaMaria 01:00 hs | Temp 20.2°C Min=19.9°C (00:38) Max=20.3°C (00:00) | Hum.59 | Viento 9.7 km/h NO, Pres.985.4 hpa Lluvia   0.0 mm",0,59284,mechi
1550,Siempre elijo los días mas calurosos o los que llueve de esta forma 😋,1,26209,mechi
1551,"14h ClimaRafaela: Temp. 32 °C, Hum. 40 %, Bar. 998.3 mbar, Lluvia 0 mm, Viento 5.4 km/h ENE #Weathercloud",0,95462,mechi
1552,Que linda la lluvia a esta hora,1,41643,mechi
1553,Qué linda tormenta ojalá me parta un rayo,1,27098,mechi
1554,"Se dieron cuenta el bajón que es cuando llueve en San Luis, porque entre que se inundan todas las calles y tenes que andar saltando en todos lados como un pelotudo están también todas las baldosas flojas así que pisas una y pum tus zapatillas quedan color barro",1,29825,mechi
1555,Como les explico que me desperté gritando por un trueno. Tan normal que duele,0,30861,mechi
1556,"No dormir nada, tener fiebre, ir a trabajar con lluvia. Eso es lo que le llamó combo explosivo ✨✨✨",1,52498,mechi
1557,La lluvia es una bendición,0,32142,mechi
1558,Estudiar con un 1/4 de ferrero y lluvia😍,0,40125,mechi
1559,por qué justo llueve cuando NECESITO que NO LLUEVA diossss,1,12221,mechi
1560,Miles de personas han participado en la manifestación del #DíaContraLaViolenciadeGénero pese a la lluvia en #CórdobaESP https://t.co/aDIIwk2Hfb,1,49181,mechi
1561,Las lluvias interrumpen la siembra de soja de segunda - Mira la noticia completa: https://t.co/XNcR0YaJwd,1,89608,mechi
1562,No se le puede subir el volumen a la lluvia?,0,16141,mechi
1563,que linda lluvia pero no más linda que yo,1,22644,mechi
1564,"@invki @TransitoCordoba @apiuspa_81 @ERSACordoba @ramonjmestre @TransporteCba Cuando llueve deberían de ser un poco más considerados, choferes e inspectores de tránsito... Sentido común se llama..",0,58815,mechi
1565,Me quedé despierta para ver la lluvia de estrellas y está nublado :(,1,80541,mechi
1566,Los rayos x no penetran,0,24769,mechi
1567,ahi esta la tormenta que tanto querías hermano @Pini35n,1,92930,mechi
1568,"bueno mi gato nunca se escapó,  estaba dormido dentro de mi placard, gracias teo por hacerme caminar todo el barrio al rayo del sol",0,79363,mechi
1569,la tarde hermosa que pasé sumado a la hermosa lluvia y tormenta y rayos y truenos aaaa 💗,1,63669,mechi
1570,Odio los truenos,0,36103,mechi
1571,Esta tormenta es perfecta para ver la serie,1,7133,mechi
1572,"@MarilianneLemar @telebajocero @adrianpalla Máximo estuvo 8 horas
[VIDEO] En Perú se opera el cerebro sin abrir el cráneo, en 1 hora de terapia de radiocirugía con bisturí de rayos con el gamma knife, de alta potencia sobre una zona con pequeños tumores cerebrales benignos o malignos.
https://t.co/Ajqu8hCLnE",0,42563,mechi
1573,Tan amigo los de la facultad ojalá los parta un rayo...🙄 Ni quería salir de joda eh!!,0,56472,mechi
1574,No ni llueve,1,3312,mechi
1575,Send un rayo bifurcado sobre mí YA @dios,0,31836,mechi
1576,"#VillaMaria 04:00 hs | Temp 19.7°C Min=19.0°C (00:00) Max=19.8°C (02:52) | Hum.95 | Viento 0.0 km/h NO, Pres.989.3 hpa Lluvia   0.0 mm",0,89335,mechi
1577,JAJAJAJAJAJA las tormentas me dan miedo pero bueno estoy borracha y con el ♡,0,71598,mechi
1578,"No hay cosa más linda que dormir con lluvia, y si existe no lo quiero saber",0,36077,mechi
1579,@GuidoTamantini Fíjate cómo llueve,1,108288,mechi
1580,Pero lindo salto me hizo dar el trueno,1,30450,mechi
1581,Te quiero lluvia pero ya está deja de romper las bolas Jaja,1,37581,mechi
1582,"esta lluvia de mierda no quiere parar, esta lluvia de mierda no quiere pararrrr... los de riber, que no paran de llorar",1,43291,mechi
1583,Cómo nos comimos el amague de que con la lluvia refrescaba ehhhh🤦🏻‍♀️,0,81241,mechi
1584,La lluvia de noche si inventó para dormir con alguien.,1,50165,mechi
1585,"Este lunes feriado, el #Futsal del #Rayo no descansa.

La #Menor hará su debut en la #CopaDeCampeones frente a #Social.

#VAMOSRAYO. https://t.co/vTJYkCICv2",0,39195,mechi
1586,La lluvia dejó genial la noche! 🌧🍾,1,18875,mechi
1587,"Bueee, esta lluvia tienta a estar en compañía 🤤🌧🌧",1,53856,mechi
1588,Fuerte tormenta se acerca a @VillaMercedesSL @SMN_Argentina https://t.co/1clLY8jnrQ,1,50376,mechi
1589,Con esta lluvia está pa dormir con mi wacho 😍😍😍,1,56781,mechi
1590,"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 29.6°C
H: 37%
ST: 28.9°C
P: 1008.6hpa
Lluvia hoy: 0.0mm",0,42141,mechi
1591,"Debo ser el único al que la lluvia no le cambia los planes, de todas maneras no iba a ir a la escuela en toda la semana jajajaja",0,27314,mechi
1592,"Sueñan las pulgas con comprarse un perro
y sueñan los nadies con salir de pobres,
que algún mágico día
llueva de pronto la buena suerte,
que llueva a cántaros la buena suerte;
Pero la buena suerte no llueve ayer, ni hoy,
ni mañana, ni nunca,",0,19208,mechi
1593,Stefi dijo que tmb me extraña😮 mañana llueve señores🙌,0,97668,mechi
1594,Lluvia del orto 🙃,1,91655,mechi
1595,Mi inspiración para redactar en un lunes con lluvia y siempre https://t.co/xDrDrg3bUb,1,53922,mechi
1596,"Se acuerdan de esa tormenta que hubo una vez en Lehmann que una bicicleta terminó colgando de los cables de la luz, el más grande mmm vs dosis ever",0,40193,mechi
1597,Lluvia del orto que me dan ganas de pollerear y no tengo con quien,0,90799,mechi
1598,"15h Agvnet CDU: Temp. 30.4 °C, Hum. 38 %, Bar. 997.6 hPa, Lluvia 0 mm, Viento 12.2 km/h SSO #Weathercloud",0,365,mechi
1599,@TransitoRos @MonicaFein voladuras de tapas de tormenta AV ALBERDI y GÉNOVA urgente peligro de accidente.,0,84427,mechi
1600,"En algunas rutas de la región Sur se registran lluvias que humedecen la calzada
➡️Circular con precaución
➡️Reducir la velocidad",1,14047,mechi
1601,"He de ir preparándome para cuando llegue el momento, se acercan las llamadas tormentas secas, y se oirá mi nombre, pero solo estará mi brisa...",0,62525,mechi
1602,Que linda lluvia para dormir con vos,1,1354,mechi
1603,Se viene tormenta 24/7,1,54476,mechi
1604,"#VillaMaria 14:00 hs | Temp 28.3°C Min=19.4°C (02:14) Max=28.6°C (13:28) | Hum.43 | Viento 9.7 km/h NE, Pres.988.3 hpa Lluvia   0.0 mm",0,54354,mechi
1605,"Eres la isla en medio de toda esta tormenta violenta y arrasadora

POEMAS A TU CORAZÓN AC",0,15640,mechi
1606,"Yo no entiendo esta vida loca jajaja
Me como una piba en mi casa y me rajo el codo
Rompo un vidrio y me sangra todo 
Ahora me cae un rayo o me doy vuelta en el nudo vial y salgo caminando como si nada xd",0,19581,mechi
1607,Salimos todos afuera y estamos tipo... #Tormenta https://t.co/AOOdzfAAJg,0,101422,mechi
1608,"#VillaMaria 23:00 hs | Temp 26.2°C Min=16.1°C (05:54) Max=37.1°C (16:47) | Hum.34 | Viento 7.2 km/h SSE, Pres.983.4 hpa Lluvia   0.0 mm",0,61830,mechi
1609,"La previa de una lluvia anunciada que finalmente llegó a la ciudad.
Fotos desde nuestra ciudad, Oro Verde y Santa Fe enviada por nuestros fieles seguidores.

Fotos de Mauricio Caminos, Diego Beron  , Alejandra Veloz y Cris Vy",1,84937,mechi
1610,Solo a mí y @mpialrivata1  nos agarra la lluvia,1,75996,mechi
1611,@lachicadepueblo Pero claro igual lo de la lluvia lo decía por el pelo y todas esas cosas,0,79584,mechi
1612,"Y ojalá que la lluvia me ahogue entre sus brazos, para no volverte a ver (ni en sueños).",0,24212,mechi
1613,"@ddm_oficial Están mostrando la tragedia del rayo, y el cronista Martín  debajo del mismo árbol, lloviendo, pero,que buscan, una muerte en vivo?ahora Defensa Civil lo hizo correr, Mariana y la producción,que piensan?descerebrados",0,79521,mechi
1614,"¡Hoy la lluvia no me permite estar en la Plaza pero podés adoptarme igual! 😀 
📞 Por teléfono al 0810 444 PATO (7286) 
💻 A través del formulario web: https://t.co/sDKRzdBxLS
👠 En Minici Calzados (9 de julio 185)
📱 En los 4 locales de @MultiphoneCba (uno en Independencia 775) https://t.co/sqk27CBkRQ",0,52286,mechi
1615,Que lluvia del orto,1,54471,mechi
1616,¡Lluvia no tenemos miedo! Soy ENZO CÀCERES y te prometo que le hacemos frente con tremendas canciones! ¿Qué canción tenés ganas de escuchar? Dejalo acá! Te leemos! https://t.co/tOpNUDTfja,0,96557,mechi
1617,La lluvia es por la salle que llora porque se cola la promo,0,55622,mechi
1618,Se está por largar una tormenta de la concha de la Lora y yo esperando el colectivo. La suerte está de mi lado.,1,94891,mechi
1619,"- POSIBLES TORMENTAS SEVERAS INTENSAS EN LA TARDE -

Zonas: Sudeste de Córdoba, Sur y centro de Santa Fe, Entre Ríos.",1,65426,mechi
1620,Si hay algo que me cambia el humor para bien es escuchar los truenos mientras estoy acostada. Que hermosura 😍💙,0,14644,mechi
1621,Si antes estaba mal bronceada no me quiero imaginar ahora que tuve que pechar la moto hasta la estación de servicio al rayo del sol @cristian_vena te odio,1,88313,mechi
1622,"No quiero ser mala onda, pero dan lluvia para mañana 🤦🏻‍♂️ https://t.co/mT1ZYA3VZx",1,10875,mechi
1623,"Se largó la lluvia con todo, cómo llego al depto 😲",1,50192,mechi
1624,"@Alejand06950181 Son tormentas muy pasajeras, de rápida formación, desplazamiento y disolución.",0,18449,mechi
1625,"#VillaMaria 16:00 hs | Temp 28.7°C Min=16.3°C (01:16) Max=28.8°C (15:25) | Hum.52 | Viento 8.6 km/h NE, Pres.997.8 hpa Lluvia   0.0 mm",0,18057,mechi
1626,Hace mucho no veía una tormenta de éstas che,1,33673,mechi
1627,LPM que bronca me da saber que hay gente y animales en la calle con la tormenta que se viene!!,1,73090,mechi
1628,Buen domingo!!! Después de la tormenta todo Tili trabajando para volver a la normalidad.. Orgullosa de mi pueblo.. 😍,1,1025,mechi
1629,mi hermana me está preparando el desayuno con razón la lluvia 😥,0,43104,mechi
1630,Linda lluvia para dormir con vos ❤️,0,72197,mechi
1631,Con esta lluvia esta para dormir con vos..,1,4325,mechi
1632,"La gente que dice ""ay toda mi vida mi vida sin ir a las colectividades y cuando quiero ir llueve"" MIRA ESA ES JUSTO LA ATRACCIÓN PRINCIPAL DEL EVENTO AMIGUE TIENE UNA MALDICIÓN GITANA LLUEVE SIEMPRE NO PORQUE VOS DECIDISTE IR",0,28226,mechi
1633,Se viene otra tormenta que lindo.,1,80319,mechi
1634,"Y si venís a dormir conmigo con esta lluvia ??

Enviar",0,24605,mechi
1635,Colectivo inundado de cucarachas. Asco dan,0,87695,mechi
1636,"Se acuerdan que el año pasado llovía en todos mis francos? Bueno, estaba organizando para ir la semana que viene al río Y LLUEVE.",0,97596,mechi
1637,"Al que le gusta la lluvia o tiene auto o tiene todo el día al peso, si no no se explica",0,52850,mechi
1638,La lluvia es un espejo que me ayuda a verte bien,0,48011,mechi
1639,mierda tienen rayos x en los ojos https://t.co/MkIVMGrwKd,0,39475,mechi
1640,"No paro de escuchar el tema de Trueno, alto tema Rain",0,89799,mechi
1641,@PaulaVillareal_ Paula es hermosa la lluvia. Caso cerrado.,0,52811,mechi
1642,"Lluvia y arcoiris 
#Mendiolaza https://t.co/O4rSqLrR94",1,37593,mechi
1643,El ruido y el olor de la lluvia😍😍😍,1,63940,mechi
1644,Bueno hasta la tormenta me boludea,0,82972,mechi
1645,La tormenta del sab arruino todo y esa si era caracha..,1,28309,mechi
1646,"6h Agvnet CDU: Temp. 15.2 °C, Hum. 93 %, Bar. 1013.1 hPa, Lluvia 0 mm, Viento 1.1 km/h E #Weathercloud",0,48584,mechi
1647,"Fuerte tormenta con ráfagas de viento azotó las localidades  Miramar y Marull, tomamos contacto con los Int Municipales, caídas de árboles, postes de luz no hay heridos ni evacuados. M de Gobierno, M de desarrollo Social Defensa Civil evalúan daños para dar una rápida respuesta.",1,71253,mechi
1648,"@marianelaxnunez pero con la lluvia,te vas a marear con la arena movediza",0,104132,mechi
1649,Lluvia hermosa 😍😍,1,5769,mechi
1650,Cuando yo era chica y había tormenta eléctrica se usaba que había que apagar y desenchufar la  tv para que no se quemará  en caso de rayo o corte de luz por la tensión.,0,41733,mechi
1651,Se largó la lluvia acá en Paraná,1,55012,mechi
1652,"Andar en moto con lluvia es lo mejor, pero que te agarre una lluvia torrencial en la moto mmmmmmmm",0,101749,mechi
1653,"Te vi en bariloche, no te encare por respeto a tu novia pero no podes ser así de linda y casarte tan joven. Rayos — si igual te hubiera dejado de cara :/ https://t.co/hncUL4cehb",0,18622,mechi
1654,rayos después me pregunto porque estoy solo xd,0,58041,mechi
1655,Lol se está por largar una tormenta eléctrica tan hard que hasta tiembla la puerta xddd,1,14938,mechi
1656,"@SabriMagaliFP Rayos, tienes razón",0,108768,mechi
1657,Amo dormir con lluvia ❤,0,81574,mechi
1658,Mira lo hermoso que llueve y yo sin faltas 😣 me quiero matar,1,31507,mechi
1659,no voy a tolerar que con este fresquito y esta lluvia tenga que dormir la siesta solo,1,50776,mechi
1660,"@FedeCrivello @GiulianaFontana Si el 08/01 llueve y está fresquito, buscame en alguna guardia porque seguro me internaron por un ataque de risa!",0,85607,mechi
1661,Llegó la tormenta y me dí cuenta que me quedé sin puchos. 🤦‍♂️,1,76608,mechi
1662,amo el olor a lluvia de verano,0,42761,mechi
1663,Con esta tormenta me dan ganas de estar con él viendo una película.,1,91964,mechi
1664,"Que buena noche con tormenta, lluvia y todo",1,99482,mechi
1665,Tramitame esa tal tormenta,0,87193,mechi
1666,"No tengo drama, pero a mi me dejas la lluvia jaj https://t.co/QCubovtiZL",0,74648,mechi
1667,"19h Agvnet CDU: Temp. 24.9 °C, Hum. 86 %, Bar. 989.7 hPa, Lluvia 0 mm, Viento 9.7 km/h S #Weathercloud",0,69515,mechi
1668,"#BuenLunes #Lluvia y #AireLibre.

Para disfrutar los #DiasDeLluvia!

Protege tus electrónicos! 100% Waterproof
(No corras riesgos con imitaciones de mala calidad).

https://t.co/ndFhrF40eD... https://t.co/qqWQnnKj6y",0,85164,mechi
1669,Cómo llueve culiada,1,13012,mechi
1670,"desde temprano estoy sola en casa y con ésta lluvia, así como me gustaría estar todos los días.. que paz",1,30100,mechi
1671,"@Yojuanjunco Jajaja no creo que un pibe de 20 años acá en Rosario se levanté, tomé 2 colectivos y vaya a trabajar con semejante inundación...con temporal lo veo difícil pero capaz que alguno vaya ...20 añitos son pocos tan responsables a esa edad",0,36827,mechi
1672,AHORA informa Policía Caminera: *Corte total en Camino del Cuadrado* por escasa visibilidad por lluvia.,1,20922,mechi
1673,"Lluvia hija de puta. Que bronca,  esperar tanto el día y ahora esperar otros días más dios.",1,8148,mechi
1674,Tormenta de mierda,1,74940,mechi
1675,Se viene la tormenta de nuevo lrpm😩,1,84954,mechi
1676,Quien anduvo en la lluvia y lo tuve que bañar? 🙄🙄🤦🏼‍♀️🤦🏼‍♀️ https://t.co/M1GeyYFKAr,0,47009,mechi
1677,Hola @Canapino ! Che te hago una consulta! Son las 11:25 acá en Viedma ! 13:30 se larga! Avísame si voy con gomas de lluvias o lisas ! Tengo que ganar o ganar jajajaja 😂😂 https://t.co/eMrQdZSQBs,0,88043,mechi
1678,"No llueve y tengo que limpiar la pileta y la pieza, tanto me odia la vida? TANTO?",1,2825,mechi
1679,Qué linda lluvia lpmm😍,1,13244,mechi
1680,"@alesitoide Mira que me voy a acordar de todo eso en plena tormenta, más vale me muero y listo",0,79751,mechi
1681,que hermosura dormir escuchando de fondo la lluvia 💕,1,9919,mechi
1682,Amo usar mis botas d lluvia jejje,0,15548,mechi
