Twit,Tag,Num,Nombre
"A mi sobrina Papá Noel le trajo un Rayo McQueen de Cars. Es él, usa bombacha, lo lleva al baño y hace parado, le pone protector solar y come chocolates con ella",0,98107,fede
#granizo pequeño barrio Villa Cabrera - Cba Capital,1,92989,fede
Que tormenta presiento,1,57156,fede
"La puta madre no fui a rendir, maldita lluvia traicionera",1,52228,fede
"12h ClimaRafaela: Temp. 30.5 °C, Hum. 54 %, Bar. 993 mbar, Lluvia 0 mm, Viento 6.1 km/h O #Weathercloud",0,38316,fede
"Gente, llueve desde que nacimos, ya cansa la fotito de la tormenta todas las semanas",0,45619,fede
"Me gusta el verano cuando llueve o está muy fresquito. O sea,no me gusta el verano.",0,67120,fede
@Peperinain Claro!!! Cuando vimos la tormenta eléctrica tuvimos que apagarlo 😬😬😬 es un horno... Y la siesta!! Dios!!! Terrible!!,0,102726,fede
"Hola queres venir a mirar la serie y dormir con esta lluvia? 

Enviar",1,24743,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 22.3°C
H: 63%
ST: 22.3°C
P: 1011.6hPa
Lluvia hoy: 0.0mm.",0,95846,fede
Que esta tormenta me saque todo lo malo. Que me alivie el corazón,1,100086,fede
"PRONOSTICO DOMINGO 09/12 CALIDO Y HUMEDO, NUBOSIDAD EN AUMENTO, BAJA PROBABILIDAD DE TORMENTAS AISLADAS EN LA TARDE, VIENTO LEVE DEL SECTOR NORTE ROTANDO AL SUR, LEVE ASCENSO DE TEMP. MAX 32° C.",0,65627,fede
"Por la lluvia, se derrumbó el techo de una escuela en Ipv Argüello. https://t.co/FOaThaCsR3 vía @tele8noticias",0,7359,fede
"Toda mí familia diciéndome que hay tipo un tornado en Huinca, y yo acá sentada en la mitad del patio comiendo alto asado con los del complejo. Salud 🥂",0,87189,fede
"Ya entendimos que nos va a partir un rayo, o si no nos parten ustedes BASTA",0,101554,fede
re esta para salir a correr con esta lluvia,1,93509,fede
"Que hermosos truenos escucho aunque los odio, pero que se largue yaaa",1,30939,fede
Uno queriendo ver la famosa lluvia de estrellas y el cielo está mas nublado que la abuela de Bruno,0,80582,fede
Emilia dice que desearía dormir abajo de la lluvia como la amo 😍,0,45709,fede
Mi papá rescato del medio de la lluvia y las piedras  a una perrita preñada que estaba súper asustada.PAPA SOS TODO LO BUENO DE ESTE MUNDO,0,36230,fede
Es increíble que con 20 años no supere el miedo a los truenos,0,30887,fede
"Alarma de Lluvia - 20:10
https://t.co/K6Ux0kVl0n

Mm vs dsis https://t.co/kfnTXHdW0S",0,57378,fede
e loco que onda la tormenta en el barrio cayeron 3 gotas locas y por otros lados dicen que caía diluvios,0,93142,fede
"@Daymd2 Castillos, duendes, toman cerveza, llueve todo el año. 
Paraíso.",0,6911,fede
Jornada momentáneamente suspendida por lluvia ☔️☔️☔️ https://t.co/s6Blbs9EeH,1,50675,fede
"@elsinfilo La lluvia es bendición dicen, mientras no sea bendición con patitas todo es bienvenido jajajajaja.",0,81288,fede
@learobertazzo Que les caiga un rayo!!! 🌩️🌩️🌩️⛈️⛈️⛈️⛈️🌪️🌪️🌪️⚡⚡⚡⚡,0,886,fede
Tormenta eléctrica en santa fe capital desde el octavo piso del hotel https://t.co/ZJG43j8fAn,1,71833,fede
Se viene una lluvia de mierda.,0,9017,fede
Calles anegadas y cortes de luz por la tormenta en Paraná https://t.co/qHqmOJpf8E https://t.co/YLWLE1e276,0,21463,fede
Lpm...amo la lluvia pero porque un domingo a la noche?  Alta paja levantarse para ir a la escuela al otro dia😖,0,33997,fede
Ni llueve encima 😂,0,85381,fede
Cómo amo los días con lluvia,0,15812,fede
Hermosa lluvia para dormir abrazando la almohada,1,41802,fede
La lluvia no esta buena para las que están Operadas😣,0,43221,fede
Yo soy la empapada lluvia.,0,83498,fede
"Lluvia de mierda, me moje todo cuando estaba caminando y ahora está saliendo el sol",1,93686,fede
"#HolaPavonArriba #Pronostico

LUNES 12 DE NOVIEMBRE🌧⛈

Nuboso.lluvias y tormentas (algunas localmente pueden superar los 40 mm). Viento del este (10 a 45 km/h con ráfagas) cambiando al norte hacia la noche. 
Temperatura mínima: 19° máxima: 26° C
Humedad: de 90 % bajando a 60 % https://t.co/xP1bB93APG",0,22011,fede
Me voy a quemar un divertido pa esperar la lluvia entonces 🙈,0,71728,fede
"hola, queres venir a dormir siesta conmigo con el ruido de la lluvia de fondo?

enviar",0,59373,fede
#Tormenta https://t.co/v7MTj0HYDj,0,103943,fede
Si hoy llueve me re voy a Lotus ya fueeee,0,7668,fede
Que onda las minas que estan todo el tiempo tuiteando “quiero un chongo para dormir con esta lluvia” “quiero un chongo para tomar birras” “quiero un novio para salir y hacer after juntos” CULIA SALÍ A BUSCARTE UNO QUE EN TWITTER NO LO VAS A CONSEGUIR Y DEJA DE ROMPER LOS HUEVOS,0,57486,Melissa
No se habrá olvidado alguien de subir foto del granizo? 😲,0,46879,Melissa
"Más ganas de lluvia y aire fresco por acá

Cielo cubierto y la posibilidad de que vuelva a llover, al menos por la mañana. Así amanece  pero la nota la da el termómetro, mucho más abajo que durante los... https://t.co/iOO3LkwlRj",0,48249,Melissa
Con lluvia igual se Sade https://t.co/NanY4SNrwM,0,58515,Melissa
"Creo que hoy más de uno jugó bajo la lluvia. 
🙋 Me incluyo jajaj",0,104635,Melissa
Me meti a la pileta y estoy tomando sol. Mañana llueve,0,11626,Melissa
de regalo de cumple le pedi al barba una tormenta eléctrica,0,103593,Melissa
Que hermosura el sonido de la lluvia para dormir 😍💛💛💛,0,49714,Melissa
Se viene la tormenta pero salgo igual...,0,104165,Melissa
A la verga que se viene tremenda tormenta,0,78952,Melissa
buen dia gamers dia especial para viciar pero cuiden sus pcs con la lluvia que la fuente mas barata certificada esta como $800 jaja macri hijo de puu!!!,0,79401,mechi
Algo mejor que dormir escuchando la lluvia y el aire a 22?,0,3559,mechi
Salir de crocs con lluvia male sal,0,25636,mechi
Venirme a trabajar con esta lluvia y ver a mi novio que sigue durmiendo plácidamente ME DIO BRONCA,1,96686,mechi
Para que no se preocupen estoy hablando de la lluvia en mi cumple no es que tengo una crisis psicótica pero igual siempre estoy cerca,0,38906,mechi
"Lluvia, Netflix y vos, no se pensalo.. 👀",0,4876,mechi
por favor como me cago de miedo cuando llueve y hay viento a la vez soy literalmente un caniche,1,63702,mechi
Una tormenta en un vaso de agua.,0,82869,mechi
Lluvia y zamba. Que linda combinación. 💕,1,49040,mechi
58 mil rayos por segundo caen por lo menos y no sé creo que me quede corto...,0,23265,mechi
#AHORA | Graniza en la capital provincial. Mandanos tu vídeo desde donde estés. https://t.co/OOga1AkxLt,1,67594,mechi
Querés ver la lluvia de meteoritos conmigo @santi_pieroni ?   ✨🌠 https://t.co/AtiRntdUOq,0,81127,mechi
Alguien me explica en que momento se vino esta terrible tormenta?,1,55127,mechi
"Domingo de lluvia para mirar Netflix. Ah no, no tengo internet",1,99323,mechi
Si no te parte un rayo te parto al medio yo,0,3961,mechi
Se viene la lluvia 🌧,1,97079,mechi
Al fin paro la lluvia..!,1,37222,mechi
La lluvia complicó la final del Turismo Carretera (9-12-2018) Carburando... https://t.co/4nB1E3wywu vía @YouTube,1,66185,mechi
Oriente Medio se llena de ‘desiertos de lodo’ por las intensas lluvias https://t.co/iJohmtzp49,1,56255,mechi
Y si eso pasa voy a salir afuera unicamente para sacarme las ganas de dar vueltas en un tornado https://t.co/PyLujOG7mK,0,24080,mechi
"@luchoriverolmc JAJAJAJAJA creo que para la ron ron balu también dijeron que no se suspendía por lluvia, y todos sabemos que paso después 🤣",0,96726,mechi
Que linda lluvia xd,1,43773,mechi
"Salí para ver si estaba la lluvia de estrellas y estaba nublado, puede fallar",0,76885,mechi
Ahora en la madrugada del 13 y 14 está la lluvia de estrellas y si no se desnubla voy a tener que empezar a matar rehenes,0,78920,agus
"Me tome la tarde hoy aprovechando la lluvia. Hice pizzas caseras, milanesas, quipe, un budín de pan y ensalada de frutas . Que amor le tengo a la cocina♥️",1,12609,agus
ESTA LLOVIENDO AL FIN LA PUTA MADRE COMO TE AMO LLUVIA COMO TE AMO OLOR A TIERRA MOJADA,1,93514,agus
Lluvia de mí vida 😍😍😍,1,51106,agus
Linda lluvia,1,69919,agus
"Acabo de leer que a partir del '97 sos centennial, rayos voy a tener que cambiar mi identificación por un año",0,98280,agus
Llegue al gym y ya me estoy arrepintiendo. Como no me quede a dormir con esta hermosa tormenta 🙅,1,31204,agus
Ni loca me como el viaje en moto con esta lluvia!!!!,1,94286,agus
Le dije a mi papá “Si le saco una foto a un rayo me das 100 pesos y me haces tortas fritas” y acá estoy con 100 pesos y él cocinándome https://t.co/eD09ZBpvSJ,0,92536,agus
Como hago para levantarme de la cama e ir a la escuela con esta lluvia Yahoo respuestas,1,51717,agus
Que onda esta tormenta,1,103356,agus
"Me fui a particular y me agarró la lluvia, llegué empapada, salí de ahí y me caí al barro culpa de los gomones, llegué a mí casa y no hay nadie me dejaron afuera. ¡Hermoso mí jueves!",1,91789,agus
Me falta tu compañía para ver la tormenta eléctrica 😍😍,1,35326,agus
"Pinta ver una peli y esperar a que venga la tormenta 
 😎",1,73103,agus
"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 15.3°C
H: 70%
ST: 15.3°C
P: 1020.6hpa
Lluvia hoy: 0.0mm",0,61969,agus
"no soy de tener miedo por un trueno un rayo o algo, pero hoy ahora en mi pieza fumando tengo más miedo que nunca, sopla el viento y yo ya flashie 5 veces me dieron 2 paros cardíacos y un acb",1,72143,agus
Córdoba capital con tormentas por el momento y actividad eléctrica .@ChGaravaglia @SMN_Argentina https://t.co/DtlhcCOb3B,1,32864,agus
"@marce_s14 @magariovero @mariuvidal En LM hay en promedio 1 asesinato cada 2 días. Es responsable de eso y de generar pobreza y sostenerla. De que cada vez q llueve, la gente se inunda. De hacer vivir a los vecinos en la marginalidad y robándoles la dignidad. Y puedo seguir, xq lamentablemente, la lista es larga.",0,104266,agus
La parte fea es llegar a mi casa y acostarme sola con esta tormenta,1,3211,agus
"#VillaMaria 02:00 hs | Temp 21.3°C Min=21.3°C (01:59) Max=23.8°C (00:00) | Hum.63 | Viento 8.6 km/h N, Pres.988.8 hpa Lluvia   0.0 mm",0,95751,agus
Sos la lluvia de mi Pink Floyd.,0,17419,agus
Que lluvia de mierda,1,40181,agus
Mañana a las 6 sino llueve lpm 😬,1,78552,agus
Lo mejor de hoy era la pesca y otra vez la lluvia la cago,1,60487,agus
Que lindo voy a dormir escuchando la lluvia 😍.,1,50104,agus
Se viene la lluvia me parece haha,1,9973,agus
"Ayer con la humedad y lluvia de mierda tuve que ir hacer tramites al infierno, o sea a capital, y mi pelo quedó así https://t.co/hjULOxnKO7",1,70802,agus
"19h ClimaRafaela: Temp. 33.4 °C, Hum. 56 %, Bar. 986.9 mbar, Lluvia 0.5 mm, Viento 8.6 km/h NE #Weathercloud",0,69440,agus
"No entiendo de que rayos la gente está hablando, felipa en la plaza🤔",0,97300,agus
"Dia de tormenta ideal para venir a visitar a tus viejos, justo en la noche...",1,24105,agus
Cómo verga me vuelvo a mi casa con esta lluvia culia,1,12693,agus
"Yo no se ustedes pero realmente me preocupa que durante meses no cayó ni UNA gota. Sequia en casi todo el país y ahora ya van 2 semanas que se llueve todo, tormenta eléctrica y viento fuerte. Estamos destruyendo literalmente el planeta.",1,25248,agus
☔☔☔☔☔☔☔⚡⚡⚡⚡☔☔☔☔☔ llueve mucho a dormir mucha tormenta,1,26155,agus
Acabo de sentir el trueno/terremoto más raro de la vida... Me tembló hasta el ocote 😱,1,18162,agus
El abuelo que se emocionó hasta las lágrimas cuando su nieto lo rescató de la lluvia https://t.co/9h9TSrJRAB,0,98537,agus
"Ahora 》#RíoArrecifes 
•     •     •
#ArrecifesMeGusta #lluvias  #crecida en Arrecifes, Argentina https://t.co/8Ebf5oOlQK",1,78107,agus
Ahora lluvia también la naturaleza me ama,1,16867,agus
Q hermosa lluvia para dormir con vos!!!,1,76252,agus
Así llegaba la #Tormenta a #Rosario @DARIOGURVICH @leodelga2 @OmarTopino @EmaIbarlucea @SMN_Argentina https://t.co/VFyLgqcTyW,1,42896,agus
"Soy re torpe caminando, imagínate con lluvia y paraguas",1,47228,agus
Grax lluvia,1,22086,agus
La lluvia nos pego un oleee,1,86183,agus
Ya me había olvidado de como era un rayo y el sonido,0,15145,agus
Quiero que vuelva la lluvia. PERO NO EL SÁBADO. Por favor,1,42585,agus
"Lluvia te amo, truenos te odio ☔️ ⚡️",1,104146,agus
Soy tan fan de las tormentas eléctricas 😍,1,106528,agus
"Otra historia de mi abuela bruja: hoy la llame para que corte la tormenta de potrero y me dijo que estaba justo yéndose en remis al médico, a los minutos me manda este mensaje y LES JURO QUE SE FUE LA TORMENTA 😂 https://t.co/Wq92axnCHS",0,104102,agus
"@VictoriaBonutti @valesanchez2407 Si para amiga voy, mi moto es una verga cuando llueve",1,68737,agus
Llueve y hace el triple de calor,1,96468,agus
"Acostarnos y escuchar como llueve

Eso necesito",1,77275,agus
"Son las 07:00 y llueve que bien, no tengo más faltas que mal.",1,31397,agus
Mi mamá me va a matar cuando llegue y vea que hace un rato puse a lavar las toallas y llueve que da asco🙃,1,93113,agus
"Datos actuales en #SantaFe
Barrio Candioti Norte:
T: 25.0°C
H: 54%
ST: 25.0°C
P: 1008.8hpa
Lluvia hoy: 0.0mm",0,47640,agus
me voy a quedar despierto solo para ver la lluvia de estrellas,0,74097,agus
"@sergioVillone Carlos vota telepáticamente. Tiene superpoderes, destruyó Rio3 con un rayo de corrupción.",0,41904,agus
"#VillaMaria 13:00 hs | Temp 28.0°C Min=13.1°C (05:03) Max=28.0°C (12:58) | Hum.24 | Viento 25.6 km/h N, Pres.989.0 hpa Lluvia   0.0 mm",0,38596,agus
"Recordatorio para los días de lluvia, no cruzar la calle saltando 😂",1,25922,agus
Si viene de arriba solo a un rayo le temo...,0,11129,agus
Que linda lluvia que siga hasta las 7:30,1,23090,agus
Que mierda hago ahora que llueve?,1,85234,agus
Qué bella es la lluvia,1,28857,agus
Se multiplican por 1000 las ganas de quemar  con dias de lluvia,1,30286,agus
"#RosarioAR LUNES 26: 🔻14ºC 🔺23ºC
⛈ Mañana: Probables neblinas. Cielo parcialmente nublado a nublado. Probabilidad de tormentas aisladas. Vientos leves del noreste. 
🌥 Tarde/Noche: Cielo nublado a parcialmente nublado. Vientos leves del sector este.",1,49244,agus
Las lluvias dejaron algunos anegamientos y daños en el maíz por el granizo https://t.co/FzNc5vaiGX lluvias dejaron algunos anegamientos y daños en el maíz por el granizo,1,32437,agus
"☔Atención! Lluvia sobre #Rosario! ""Light Rain"" temperatura actual 22 C https://t.co/ijJMe9yJGI",1,2607,agus
"Mi papá salió anoche a las 2 am en medio de la tormenta y llegó recién (20:46) después de trabajar muchas horas. En un rato se vuelve a ir de nuevo porque la tormenta dejo muchos hogares sin techo, árboles caídos, etc. Realmente se merece lo mejor",1,88856,mechi
@nicolacido @KentArgentina Bueno. Llueve a cada ratito.,1,70836,mechi
"Siempre que se inauguran las colectividades llueve, pero es fija que siempre pasa!!",0,10685,mechi
"Gente, ya todos estamos viendo la tormenta, no es necesario las fotitos jajajajajajajaja",1,16471,mechi
Padre sale abajo de la lluvia a sacarle fotos a mi mama cuando pase por el viaducto corriendo por la maraton. Yo a mi ex le tenia que pedir 90 veces q me acompañe a la parada para q no me violen/roben/etc. Nunca acepten menos q el primer ejemplo. N u n c a.,0,2219,mechi
"quiero ir al colegio mañana pero seguro llueve y mi mamá me da la opción de faltar. y chau posta me puede mi cama, así que ma no me dejes faltar",0,33300,mechi
Hermosa lluvia.,1,86434,mechi
"Estoy empezando a extrañar, me puede partir un rayo xfa",0,3045,mechi
@TDLtiempo Hola! Somos el equipo de RELAMPAGO Educación. Estamos recolectando información sobre eventos severos ocurridos en la Argentina como parte del proyecto #RELAMPAGO2018 Tienen información de los autores del video?,0,26271,mechi
Aguanta 10min tormenta,1,77867,mechi
No me van negar que el día es más lindo cuando llueve,0,46706,mechi
"Despertarme con vos, por los rayos del sol ♥️🔥",0,67065,mechi
@JulietaMacagno Obvio! Me pasó por suerte una sola vez jaja después se lo di a mi hermano y me dice: che qué onda el apunte? Lo agarró la lluvia? Si supiera... 😂,0,37874,mechi
"""En estos días ,o se ha visto a ningún periodista en los medios militando la inundación como en 2015"" #Ahora @CFKArgentina  en #CLACSO",0,39058,mechi
@_florenciamoyaa La calma antes de la tormenta ? Ajajajaj,0,98231,mechi
"Llueve y sale el sol, jajaja ni loco el tiempo",1,92786,mechi
Por mi que te parta un rayo 🌩,0,39132,mechi
Esta lluvia y mi novio trabajando😔👎👎👎,1,43427,mechi
"Ligue 1: Saint Ettiene 3 (Robert Berić 72' Wahbi Khazri 84' Thimothée Kolodziejczak 90') Nantes 0, La Liga: Rayo Vallecano 1 (Adrián Embarba 53') Eibar 0, @premierleague: Cardiff City 1 (Aron Gunnarsson 65' Junior Hoilett 77') Wolverhampton 1 (Matt Doherty 18')",0,55163,mechi
Si hay algo mas lindo que un domingo en cba con esta lluvia no quiero saberlo ❤,1,1279,mechi
Bueno ya estaríamos con la lluvia y los truenos no puedo escuchar la serie🙄,1,73742,mechi
"Pues ya asoma el frente de las lluvias, las nieves y el viento de mañana. https://t.co/63bvlEQYbr",1,81362,mechi
Me tiene podrido la lluvia men.,1,12923,mechi
@Meli42309284 ya veo otro 31 que nos estén corriendo  los rayos ahre,0,97282,mechi
Acá le ponemos onda a la lluvia! Estamos pensando en todo para darte lo mejor... Se viene la época de celebraciones de amor y acá le ponemos todo! #bodasoñadas… https://t.co/A6cPZK4ScT,0,28854,mechi
@Julietzapata JAJAJAJAJAJA todavía seguía peleada rayos pensé que se te iba a pasar,0,95317,mechi
"@jorulo3233 Pues poder se puede , q la lluvia no nos amargue el día 😘",1,9835,mechi
@GabrielaInglese Vengo desde CBA por el talar...llueve a dos manos.,1,9850,mechi
"Datos actuales en #SantaFe
Barrio Sgto. Cabral:
T: 19.7°C
H: 90%
ST: 19.7°C
P: 1009.0hpa
Lluvia hoy: 0.0mm",0,47664,mechi
"Dia de lluvia ,paragua",1,45604,mechi
DATOS 07:00HS - TEMP 17.4°C - HR 92%-  PRESION 966.9Hpa - VTO S 12Km/h - NUBLADO - VISIBILIDAD 8 KM REDUCIDA POR LLUVIA DEBIL,0,83274,mechi
"@piaabianchi @lluvia Mira, mañana nos juntamos y te hago tortas fritas, tenes ganas?",0,26619,mechi
Puto frío  puta lluvia puto todo 😊,1,41271,mechi
Llueve ????,0,101505,mechi
El pueblo entero pide por vos y que pare esta lluvia @MarioPereyra_ok,1,92085,mechi
"@Evee1889 Tomar lluvia jajajajajaja, decimos para hacer algo y sale mal",0,55894,mechi
"3h Agvnet CDU: Temp. 19.4 °C, Hum. 78 %, Bar. 1002.8 hPa, Lluvia 0 mm, Viento 20.9 km/h NE #Weathercloud",0,38407,mechi
Ya me esta cansando la lluvia!!! 😒,1,62780,mechi
"Que lindo que se te inunde toda la casa cada vez que llueve. Decí que hoy me espera un día cortito, dije nunca en mi vida.",1,71234,mechi
"4h Agvnet CDU: Temp. 23.4 °C, Hum. 80 %, Bar. 996.1 hPa, Lluvia 0 mm, Viento 3.6 km/h N #Weathercloud",0,43000,mechi
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 21.3°C
H: 59%
ST: 21.3°C
P: 1012.5hPa
Lluvia hoy: 0.0mm.",0,48953,mechi
"@Dolphineeeee Va con la gorrita,eso te frena de un impacto de rayos UV",0,39389,mechi
"🎉🎊 #Rosario La Fiesta de #Colectividades ratifica su masiva convocatoria. Hoy se desarrolla la última jornada. Habrá desfiles y se presentará Elías Rampello.  📝 @afucaraccio 
@MuniRosario @laochoam830 
https://t.co/QoANK9uHeD",0,38744,mechi
Bien piola esta lluvia,1,23549,mechi
Noche de tormenta en Cba! Ilegal dormir sola una noche asi...,1,56597,mechi
Se viene su tormenta,1,35909,mechi
el pelotudo de mi novio me prometio que si le rascaba me iba a comprar chocolates y ahora no va “xq llueve mucho” morite chau,1,27183,mechi
Eliminame bloqueame todo lo que vos quieras pero me enviaste tus nude y desnude no hay. Para... rayos 🤦,0,98061,mechi
"La lluvia de estrellas es como un mensaje del que me gusta,no va a llegar nunca",0,73529,mechi
"NO DIOOOOOS SE BAJO UN VAGO DIOS 
LA BARANDA QUE TENIA VIEJO BAÑATE MINIMO CON LA LLUVIA LPM QUE OLOR LA CONCHA DE TU HERMANA",0,16447,mechi
Semana de lluvias que mejor que un paraguas para refugiarnos....  https://t.co/4FyKfLWzQ9,1,38772,mechi
"Se viene la tormenta, chau punto y chau clasico me parece ...",1,11137,mechi
Amo este día de lluvia para hacer todo lo que me gusta hacer!!,1,16151,mechi
Uuuy se les inundó la calle?? JAAA..Sufran lo que yo sufro siempre que llueve caretas,0,104414,mechi
q placer escuchar los truenos,1,32867,mechi
Adentro llueve y parece que nunca va a parar 😓,1,106664,mechi
"#VillaMaria 11:00 hs | Temp 24.7°C Min=14.7°C (06:08) Max=24.7°C (10:35) | Hum.40 | Viento 7.2 km/h N, Pres.990.1 hpa Lluvia   0.0 mm",0,59278,mechi
mundo basta de truenos,0,35791,mechi
Lluvia los domingos es señal de que me voy a deprimir,0,35881,mechi
"@SolChaa1 Haré el intento, pero si llueve me quedo en casita sorry querida sol",0,81476,mechi
"18h ClimaRafaela: Temp. 35.4 °C, Hum. 26 %, Bar. 997.1 mbar, Lluvia 0 mm, Viento 8.6 km/h SE #Weathercloud",0,64308,mechi
"9h ClimaRafaela: Temp. 25.6 °C, Hum. 59 %, Bar. 1004.3 mbar, Lluvia 0 mm, Viento 1.4 km/h SE #Weathercloud",0,95549,mechi
aaa me puse manija de joda y le dejé toda mi ropa a mi prima RAYOS,0,39222,mechi
"⚠️Tormentas fuertes
Lluvias y tormentas afectaran la zona durante las próximas horas, algunas presentando fuerte intensidad siendo acompañadas fundamentalmente por abundante caída de agua en cortos períodos, ráfagas, intensa actividad eléctrica y ocasional caída de granizo.",1,1037,mechi
tornado en sta fe keeee ondaaaa,1,27435,mechi
"Para todos los q piteaban x la lluvia, fue lo mejor",1,108120,mechi
Tercer lunes que llueve 🤦🏻‍♀️,1,33296,mechi
La lluvia atenta contra mi probabilidad de aprobar finales,0,28681,mechi
"2150, rayos https://t.co/ThjZw403cT",0,97443,mechi
"No es la tormenta que truena, no es la tormenta que relampaguea, ella es tu novia la que te gorrea 🙆🏻‍♂️⛈",0,25533,mechi
"Lluvia chota, nos cagó la salida",1,103691,mechi
"Crónicas de una tormenta: el tendedero caído, la ropa tirada, una reposera rota, un bidón de agua en el patio, un molino metido en el limonero y una maceta del patio de atrás en la entrada, toda rota. Tampoco tenemos internet y cable 🙃",1,109669,mechi
"#VillaMaria 16:00 hs | Temp 22.9°C Min=20.1°C (05:57) Max=23.6°C (14:30) | Hum.94 | Viento 8.6 km/h E, Pres.999.0 hpa Lluvia  59.8 mm",0,19864,mechi
Lpm que hermosa es nuestra naturaleza!!!!!! Que cosa magnífica ver los rayos en el cielo 😍😍😍,1,63828,mechi
Mira @AngeldebritoOk como cuida sus lugares de la lluvia ajaja Micaela te amo @MicaViciconte https://t.co/F1iPhdUOTy,0,2571,mechi
lluvia forra para que me aburro y quiero hacer algo hija de puta,1,4018,mechi
"Hermosa lluvia como para faltar, a no cierto tengo prueba de filosofía",1,46504,mechi
"Que lindo se siente la lluvia en mi pieza, pero hoy mi acompañante me falló 😟",1,24395,mechi
"Fooo loco, recen para que pare la lluvia, que tengo que ir a una pelu",1,52632,mechi
No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve.,1,7185,mechi
Tenemos lluvia para rato,1,28380,mechi
Y si llueve??? https://t.co/fSppD3PXsp,1,105593,mechi
La lluvia y una obra paralizada formaron una laguna que dejó aislados a los vecinos de Paso la Picada - (https://t.co/PAS1x1py3e),1,89961,mechi
"#RosarioAR VIERNES 14: 🔻20ºC 🔺27ºC
⛈ Mañana: Tormentas aisladas
☁ Tarde/Noche: Mejorando
https://t.co/BlJAuvzFjC",1,78372,mechi
"Este año rompi 5 veces la pantalla del celular, llueve sopa y salgo a la calle con un tenedor",0,53797,mechi
Algo mas lindo que dormir con lluvia?,0,26087,mechi
Amo los dias de lluvia💚,0,28118,mechi
AMO CAMINAR BAJO LA LLUVIA❤🌧,0,91915,mechi
No es año nuevo sin lluvia,0,108220,mechi
Creo q lo mas lindo fue ver la lluvia de estrellas con mis amigas,0,71759,mechi
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 29.9°C
H: 61%
ST: 29.9°C
P: 1001.8hPa
Lluvia hoy: 0.0mm.",0,95830,mechi
Me desperté hoy por la tormenta y ahora por un vecino gritando VAMOS boca. Buen día,0,935,fede
Densa la lluvia,1,1590,fede
QUE LINDA TORMENTA SE VIENE,0,93264,fede
El viento fresco con lluvia 😍😍,0,7009,fede
Hola querés que hoy a las 2 am  vayamos a cualquier lugar a ver la Lluvia de estrellas juntxs  ? 🌌🤔,0,79898,fede
Que cosa linda estar tirada en la cama escuchando como llueve 😊,1,4557,fede
Con lluvia y vos ahrrrrr,0,14686,fede
Lo más lindo de esta lluvia que tengo la compañía de Leonel😍,1,14193,fede
Que hermoso es entrenar con lluvia😍,0,11702,fede
"Triunfo de Pechito bajo la lluvia en China
https://t.co/Pg70woPANO

El Toyota número 7 de José Maria López, Mike Conway y Kamui Kovayashi fue el vencedor de las 6 Hs de Shanghai por delante del otro auto del equipo, en una carrera epica bajo la lluvia que fue interrumpida... https://t.co/69VfXpqvPs",0,39105,fede
No lo uso y de pedo lo usan para llevarme a la escuela los días de lluvia 🤷🏼 https://t.co/jTmkPKcCap,0,58264,fede
"@JereDepetris Que verga, era joda y se lo tomo a pecho la lluvia",0,5082,fede
"2.800.000 más de pobres en un año...culpa de una tormenta de mierda 
#PobrezaCero un chamuyo más de este gobierno nefasto.
#UCA",0,79498,fede
"Gracias lluvia, pero hoy no te necesito",1,79709,fede
Con esta lluvia está solo para mates y tortas fritas!! 🤤😋😊,1,47113,fede
El desopilante relato de una tormenta en Córdoba https://t.co/Tdw1a2297n https://t.co/YshnkAeK8K,0,59956,fede
"Lo que me faltaba, que me agarre la lluvia de short. Buen lunes hente",0,86579,fede
"#AÑONUEVO #AVISOS

HASTA EL MOMENTO puede haber lluvias en el norte del país el día 31, el centro y sur tendrá un despejado (31).
El 1ero habrá tormentas aisladas en el centro y norte del país, bastante inestable.
Las temperaturas serán de templadas a calurosas.

PROX ACT: 28/12. https://t.co/nysC1tqXSJ",0,96542,fede
"Vivir en piso 10 con esta tormenta no se lo deseo a nadie, los tkm",1,72442,fede
"#SantaFe @SantaFeCiudad datos de lluvia caída hasta las 22.30. En el Palacio Municipal 40,75 mm; Alto Verde 36,75 mm; en el Hospital de Niños 40,25 mm y en el CIC de Facundo Zuviría 48,50 mm. A las 3.05 se registraron las ráfagas de viento más fuerte: 56.1 km/h. del sector SE",0,24454,fede
"Datos actuales en #SantaFe
Barrio Candioti Norte:
T: 25.3°C
H: 69%
ST: 25.3°C
P: 1005.9hpa
Lluvia hoy: 0.0mm",0,95856,fede
Después de la tormenta siempre sale el sol!! 😊,0,70100,fede
Espero que esta noche la tormenta no me decepcione.,0,41203,fede
"@metromedio llueve de ""ella es tan cargosa"" @sebastiancodex",0,93034,fede
Esta tormenta mi amorrrrrrr😍😍,0,70601,fede
"Llueve JUSTO cuando tengo que salir, esa suerte",1,16834,fede
"caminé abajo de la lluvia 15 cuadras para venir a tomar el colectivo, me vine en crocs para no mojar las zapatillas, me resbalé, y me caí, y encima, llegué, y se me pasó el colectivo jajaja
 todo por amor😬♥",0,83314,fede
Q lindo verlo todo cagado porque se le viene la tormenta feminista encima ❤️ Me hizo el día 🙃 https://t.co/YwfyD3yiRS,0,62561,fede
