MSJ;TAG;NUN;USER;WHO;msj_norm
Send un rayo bifurcado sobre mí YA @dios;0;31836.0;9.110469694848655e+17;mechi;send rayo bifurcado sobre ya  
JAJAJAJAJAJA las tormentas me dan miedo pero bueno estoy borracha y con el ♡;0;71598.0;7.966839277002506e+17;mechi; tormentas dan miedo pero bueno estoy borracha con  \u2661 
No hay cosa más linda que dormir con lluvia, y si existe no lo quiero saber;0;36077.0;1.0240770677832335e+18;mechi;no hay cosa mas linda dormir con lluvia  si existe no quiero saber 
@GuidoTamantini Fíjate cómo llueve;1;108288.0;1273873692.0;mechi; fijate como llueve 
Pero lindo salto me hizo dar el trueno;1;30450.0;1548262770.0;mechi;pero lindo salto hizo dar trueno 
Te quiero lluvia pero ya está deja de romper las bolas Jaja;1;37581.0;873970147.0;mechi;te quiero lluvia pero ya deja romper bolas  
esta lluvia de mierda no quiere parar, esta lluvia de mierda no quiere pararrrr... los de riberrrr, que no paran de lloraaaar;1;43291.0;286808984.0;mechi;esta lluvia mierda no quiere parar  lluvia mierda no quiere pararrrr    riberrrr  no paran lloraaaar 
Cómo nos comimos el amague de que con la lluvia refrescaba ehhhh🤦🏻‍♀️;0;81241.0;619502365.0;mechi;como nos comimos amague con lluvia refrescaba ehhhh \U0001f926 \U0001f3fb \u200d \u2640  
La lluvia de noche si inventó para dormir con alguien.;1;50165.0;212064830.0;mechi;la lluvia noche si invento dormir con alguien  
"Este lunes feriado, el #Futsal del #Rayo no descansa.

La #Menor hará su debut en la #CopaDeCampeones frente a #Social.

#VAMOSRAYO. https://t.co/vTJYkCICv2";0;39195.0;8.749866015580119e+17;mechi;este lunes feriado   futsal  rayo no descansa   menor hara debut  copadecampeones frente  social   vamosrayo   
La lluvia dejó genial la noche! 🌧🍾;1;18875.0;1220465778.0;mechi;la lluvia dejo genial noche   \U0001f327 \U0001f37e 
Bueee, esta lluvia tienta a estar en compañía 🤤🌧🌧;1;53856.0;2887140413.0;mechi;bueee  lluvia tienta estar compañia  \U0001f924 \U0001f327 \U0001f327 
Fuerte tormenta se acerca a @VillaMercedesSL @SMN_Argentina https://t.co/1clLY8jnrQ;1;50376.0;1268627071.0;mechi;fuerte tormenta acerca    
Con esta lluvia está pa dormir con mi wacho 😍😍😍;1;56781.0;430424145.0;mechi;con lluvia pa dormir con wacho  \U0001f60d \U0001f60d \U0001f60d 
Debo ser el único al que la lluvia no le cambia los planes, de todas maneras no iba a ir a la escuela en toda la semana jajajaja;0;27314.0;8.680872590646518e+17;mechi;debo ser unico lluvia no cambia planes  todas maneras no iba ir escuela toda semana  
"Sueñan las pulgas con comprarse un perro
y sueñan los nadies con salir de pobres,
que algún mágico día
llueva de pronto la buena suerte,
que llueva a cántaros la buena suerte;
Pero la vuena suerte no llueve ayer, ni hoy,
ni mañana, ni nunca,";0;19208.0;347553843.0;mechi;sueñan pulgas con comprarse perro sueñan nadies con salir pobres  algun magico dia llueva pronto buena suerte  llueva cantaros buena suerte  pero vuena suerte no llueve ayer  ni hoy  ni mañana  ni nunca  
Stefi dijo que tmb me extraña😮 mañana llueve señores🙌;0;97668.0;1.0404855959345357e+18;mechi;stefi dijo tmb extraña \U0001f62e mañana llueve señores \U0001f64c 
Lluvia del orto 🙃;1;91655.0;9.298913163136123e+17;mechi;lluvia orto  \U0001f643 
Mi inspiración para redactar en un lunes con lluvia y siempre https://t.co/xDrDrg3bUb;1;53922.0;2341302319.0;mechi;mi inspiracion redactar lunes con lluvia siempre  
Se acuerdan de esa tormenta que hubo una vez en Lehmann que una bicicleta terminó colgando de los cables de la luz, el más grande mmm vs dsis ever;0;40193.0;1648172982.0;mechi;se acuerdan esa tormenta hubo vez lehmann bicicleta termino colgando cables luz  mas grande mmm vs dsis ever 
Lluvia del orto que me dan ganas de pollerear y no tengo con quien;0;90799.0;1972039938.0;mechi;lluvia orto dan ganas pollerear no tengo con quien 
@TransitoRos @MonicaFein voladuras de tapas de tormenta AV ALBERDI y GÉNOVA urgente peligro de accidente.;0;84427.0;7.025659555416023e+17;mechi;  voladuras tapas tormenta av alberdi genova urgente peligro accidente  
"En algunas rutas de la región Sur se registran lluvias que humedecen la calzada
➡️Circular con precaución
➡️Reducir la velocidad";1;14047.0;376253663.0;mechi;en algunas rutas region sur registran lluvias humedecen calzada  \u27a1 circular con precaucion  \u27a1 reducir velocidad 
Eh de ir preparandome para cuando llegue el momento, se acercan las llamadas tormentas secas, y se oirá mi nombre, pero solo estará mi brisa...;0;62525.0;1.0647073121353564e+18;mechi;eh ir preparandome cuando llegue momento  acercan llamadas tormentas secas  oira nombre  pero solo estara brisa    
Que linda lluvia para dormir con vos;1;1354.0;1.0433299767985357e+18;mechi;que linda lluvia dormir con 
Se viene tormenta 24/7;1;54476.0;1094451829.0;mechi;se viene tormenta      
"Eres la isla en medio de toda esta tormenta violenta y arrasadora

POEMAS A TU CORAZON AC";0;15640.0;8.50762680440959e+17;mechi;eres isla medio toda tormenta violenta arrasadora poemas corazon ac 
"Yo no entiendo esta vida loca jajaja
Me como una piba en mi casa y me rajo el codo
Rompo un vidrio y me sangra todo 
Ahora me cae un rayo o me doy vuelta en el nudo vial y salgo caminando como si nada xd";0;19581.0;222655292.0;mechi;yo no entiendo vida loca  como piba casa rajo codo rompo vidrio sangra todo ahora cae rayo doy vuelta nudo vial salgo caminando como si nada xd 
Salimos todos afuera y estamos tipo... #Tormenta https://t.co/AOOdzfAAJg;0;101422.0;424462994.0;mechi;salimos todos afuera estamos tipo     tormenta  
"La previa de una lluvia anunciada que finalmente llego a la ciudad.
Fotos desde nuestra ciudad, Oro Verde y Santa Fe enviada por nuestros fieles seguidores.

Fotos de Mauricio Caminos, Diego Beron  , Alejandra Veloz y Cris Vy";1;84937.0;342738084.0;mechi;la previa lluvia anunciada finalmente llego ciudad  fotos desde nuestra ciudad  oro verde santa fe enviada nuestros fieles seguidores  fotos mauricio caminos  diego beron   alejandra veloz cris vy 
Solo a mí y @mpialrivata1  nos agarra la lluvia;1;75996.0;9.127366974897889e+17;mechi;solo  nos agarra lluvia 
@lachicadepueblo Pero claro igual lo de la lluvia lo decía por el pelo y todas esas cosas;0;79584.0;2787491489.0;mechi; pero claro igual lluvia decia pelo todas esas cosas 
Y ojala que la lluvia me ahogue entre sus brazos, para no volverte a ver (ni en sueños).;0;24212.0;8.641297072725279e+17;mechi;y ojala lluvia ahogue entre brazos  no volverte ver  ni sueños   
@ddm_oficial Están mostrando la tragedia del rayo, y el cronista Martín  debajo del mismo árbol, lloviendo, pero,que buscan, una muerte en vivo?ahora Defensa Civil lo hizo correr, Mariana y la producción,que piensan?descerebrados;0;79521.0;4659596247.0;mechi; estan mostrando tragedia rayo  cronista martin debajo mismo arbol  lloviendo  pero buscan  muerte vivo ahora defensa civil hizo correr  mariana produccion piensan descerebrados 
"¡Hoy la lluvia no me permite estar en la Plaza pero podés adoptarme igual! 😀 
📞 Por teléfono al 0810 444 PATO (7286) 
💻 A través del formulario web: https://t.co/sDKRzdBxLS
👠 En Minici Calzados (9 de julio 185)
📱 En los 4 locales de @MultiphoneCba (uno en Independencia 775) https://t.co/sqk27CBkRQ";0;52286.0;3730737683.0;mechi;hoy lluvia no permite estar plaza pero podes adoptarme igual   \U0001f600  \U0001f4de telefono          pato         \U0001f4bb traves formulario web    \U0001f460 minici calzados    julio       \U0001f4f1   locales   uno independencia       
Que lluvia del orto;1;54471.0;1.0408168137335644e+18;mechi;que lluvia orto 
¡Lluvia no tenemos miedo! Soy ENZO CÀCERES y te prometo que le hacemos frente con tremendas canciones! ¿Qué canción tenés ganas de escuchar? Dejálo acá! Te leemos! https://t.co/tOpNUDTfja;0;96557.0;76238889.0;mechi;lluvia no tenemos miedo  enzo c \xe0ceres prometo hacemos frente con tremendas canciones  cancion tenes ganas escuchar  dejalo aca  leemos   
La lluvia es por la salle que llora porque se cola la promo;0;55622.0;523646695.0;mechi;la lluvia salle llora porque cola promo 
Se está por largar una tormenta de la concha de la Lora y yo esperando el colectivo. La suerte esta de mi lado.;1;94891.0;874763024.0;mechi;se largar tormenta concha lora yo esperando colectivo  suerte lado  
Si hay algo que me cambia el humor para bien es escuchar los truenos mientras estoy acostada. Que haaaaarrrrrmosura 😍💙;0;14644.0;445290772.0;mechi;si hay algo cambia humor bien escuchar truenos mientras estoy acostada  haaaaarrrrrmosura  \U0001f60d \U0001f499 
Si antes estaba mal bronceada no me quiero imaginar ahora que tuve que pechar la moto hasta la estacion de servicio al rayo del sol @cristian_vena te odio;1;88313.0;1202936348.0;mechi;si antes estaba mal bronceada no quiero imaginar ahora tuve pechar moto hasta estacion servicio rayo sol  odio 
No quiero ser mala onda, pero dan lluvia para mañana 🤦🏻‍♂️ https://t.co/mT1ZYA3VZx;1;10875.0;7.25394537640788e+17;mechi;no quiero ser mala onda  pero dan lluvia mañana  \U0001f926 \U0001f3fb \u200d \u2642   
Se largó la lluvia con todo, cómo llego al depto 😲;1;50192.0;343390138.0;mechi;se largo lluvia con todo  como llego depto  \U0001f632 
@Alejand06950181 Son tormentas muy pasajeras, de rápida formación, desplazamiento y disolución.;0;18449.0;1038180920.0;mechi; tormentas muy pasajeras  rapida formacion  desplazamiento disolucion  
Hace mucho no veía una tormenta de éstas che;1;33673.0;2496377713.0;mechi;hace mucho no veia tormenta estas che 
LPM que bronca me da saber que hay gente y animales en la calle con la tormenta que se viene!!;1;73090.0;4821663281.0;mechi;lpm bronca saber hay gente animales calle con tormenta viene   
Buen domingo!!! Después de la tormenta todo Tili trabajando para volver a la normalidad.. Orgullosa de mi pueblo.. 😍;1;1025.0;196557818.0;mechi;buen domingo    despues tormenta todo tili trabajando volver normalidad   orgullosa pueblo    \U0001f60d 
mi hermana me está preparando el desayuno con razón la lluvia 😥;0;43104.0;2168673354.0;mechi;mi hermana preparando desayuno con razon lluvia  \U0001f625 
Linda lluvia para dormir con vos ❤️;0;72197.0;3306165970.0;mechi;linda lluvia dormir con  \u2764  
Con esta lluvia está para dormir con vos..;1;4325.0;2243457559.0;mechi;con lluvia dormir con   
"La gente q dice ""ay toda mi vida mi vida sin ir a las colectividades y cuando quiero ir llueve"" MIRA ESA ES JUSTO LA ATRACCION PRINCIPAL DEL EVENTO AMIGUE TIENE UNA MALDICION GITANA LLUEVE SIEM PRE NO PORQUE VOS DECIDISTE IR";0;28226.0;1021425782.0;mechi;la gente dice  ay toda vida vida sin ir colectividades cuando quiero ir llueve  mira esa justo atraccion principal evento amigue tiene maldicion gitana llueve siem pre no porque decidiste ir 
Se viene otra tormenta q lindo.;1;80319.0;9.389655256313283e+17;mechi;se viene otra tormenta lindo  
"Y si venís a dormir conmigo con esta lluvia ??

Enviar";0;24605.0;9.623193118042931e+17;mechi;y si venis dormir conmigo con lluvia    enviar 
Colectivo inundado de cucarachas. Asco dan;0;87695.0;205758456.0;mechi;colectivo inundado cucarachas  asco dan 
Se acuerdan que el año pasado llovía en todos mis francos? Bueno, estaba organizando para ir la semana que viene al río Y LLUEVE.;0;97596.0;1107868777.0;mechi;se acuerdan año pasado llovia todos mis francos  bueno  estaba organizando ir semana viene rio llueve  
Al que le gusta la lluvia o tiene auto o tiene todo el día al peso, si no no se explica;0;52850.0;2505759962.0;mechi;al gusta lluvia tiene auto tiene todo dia peso  si no no explica 
La lluvia es un espejo que me ayuda a verte bien;0;48011.0;926858684.0;mechi;la lluvia espejo ayuda verte bien 
mierda tienen rayos x en los ojos https://t.co/MkIVMGrwKd;0;39475.0;502289348.0;mechi;mierda tienen rayos ojos  
No paro de escuchar el tema de Trueno, alto tema Rain;0;89799.0;1612117213.0;mechi;no paro escuchar tema trueno  alto tema rain 
@PaulaVillareal_ Paula es hermosa la lluvia. Caso cerrado.;0;52811.0;8.348020728097669e+17;mechi; paula hermosa lluvia  caso cerrado  
"Lluvia y arcoiris 
#Mendiolaza https://t.co/O4rSqLrR94";1;37593.0;216895766.0;mechi;lluvia arcoiris  mendiolaza  
El ruido y el olor de la lluvia😍😍😍;1;63940.0;1337474353.0;mechi;el ruido olor lluvia \U0001f60d \U0001f60d \U0001f60d 
Bueno hasta la tormenta me boludea;0;82972.0;2916363989.0;mechi;bueno hasta tormenta boludea 
La tormenta del sab arruino todo y esa si era caracha..;1;28309.0;2149997551.0;mechi;la tormenta sab arruino todo esa si era caracha   
Fuerte tormenta con ráfagas de viento azotó las localidades  Miramar y Marull, tomamos contacto con los Int Municipales, caídas de árboles, postes de luz no hay heridos ni evacuados. M de Gobierno, M de desarrollo Social Defensa Civil evalúan daños para dar una rápida respuesta.;1;71253.0;193717898.0;mechi;fuerte tormenta con rafagas viento azoto localidades miramar marull  tomamos contacto con int municipales  caidas arboles  postes luz no hay heridos ni evacuados  m gobierno  m desarrollo social defensa civil evaluan daños dar rapida respuesta  
@marianelaxnunez pero con la lluvia,te vas a marear con la arena movediza;0;104132.0;2255267945.0;mechi; pero con lluvia vas marear con arena movediza 
Lluvia hermosa 😍😍;1;5769.0;4356971427.0;mechi;lluvia hermosa  \U0001f60d \U0001f60d 
Cuando yo era chica y había tormenta eléctrica se usaba que había que apagar y desenchufar la  tv para que no se quemará  en caso de rayo o corte de luz por la tensión.;0;41733.0;140524592.0;mechi;cuando yo era chica habia tormenta electrica usaba habia apagar desenchufar tv no quemara caso rayo corte luz tension  
Se largó la lluvia acá en Paraná;1;55012.0;4841905199.0;mechi;se largo lluvia aca parana 
Andar en moto con lluvia es lo mejor, pero que te agarre una lluvia torrencial en la moto mmmmmmmm;0;101749.0;1350774620.0;mechi;andar moto con lluvia mejor  pero agarre lluvia torrencial moto mmmmmmmm 
Te vi en bariloche, no te encare por respeto a tu novia pero no podes seer así de linda y casarte tan joven. Rayos — si igual te hubiera dejado de cara :/ https://t.co/hncUL4cehb;0;18622.0;2205230367.0;mechi;te vi bariloche  no encare respeto novia pero no podes seer asi linda casarte tan joven  rayos  \u2014 si igual hubiera dejado cara     
rayos después me pregunto porque estoy solo xd;0;58041.0;8.319337501288161e+17;mechi;rayos despues pregunto porque estoy solo xd 
Lol se está por largar una tormenta eléctrica tan hard que hasta tiembla la puerta xddd;1;14938.0;7.609354063848407e+17;mechi;lol largar tormenta electrica tan hard hasta tiembla puerta xddd 
@SabriMagaliFP Rayos, tienes razón;0;108768.0;250173350.0;mechi; rayos  tienes razon 
Amo dormir con lluvia ❤;0;81574.0;9.960658196658053e+17;mechi;amo dormir con lluvia  \u2764 
Mira lo hermoso que llueve y yo sin faltas 😣 me quiero matarr;1;31507.0;2764374451.0;mechi;mira hermoso llueve yo sin faltas  \U0001f623 quiero matarr 
no voy a tolerar que con este fresquito y esta lluvia tenga que dormir la siesta solo;1;50776.0;302743063.0;mechi;no voy tolerar con fresquito lluvia tenga dormir siesta solo 
@FedeCrivello @GiulianaFontana Si el 08/01 llueve y está fresquito, buscame en alguna guardia porque seguro me internaron por un ataque de risa!;0;85607.0;1546225772.0;mechi;  si       llueve fresquito  buscame alguna guardia porque seguro internaron ataque risa  
Llegó la tormenta y me dí cuenta que me quedé sin puchos. 🤦‍♂️;1;76608.0;1733604727.0;mechi;llego tormenta di cuenta quede sin puchos   \U0001f926 \u200d \u2642  
amo el olor a lluvia de verano;0;42761.0;169577390.0;mechi;amo olor lluvia verano 
Con esta tormenta me dan ganas de estar con él viendo una película.;1;91964.0;1.069618812880855e+18;mechi;con tormenta dan ganas estar con viendo pelicula  
Que buena noche con tormenta, lluvia y todo;1;99482.0;1330175179.0;mechi;que buena noche con tormenta  lluvia todo 
Tramitame esa tal tormenta;0;87193.0;2305202040.0;mechi;tramitame esa tal tormenta 
No tengo drama, pero a mi me dejas la lluvia jijij https://t.co/QCubovtiZL;0;74648.0;9.722425266430648e+17;mechi;no tengo drama  pero dejas lluvia jijij  
"#BuenLunes #Lluvia y #AireLibre.

Para disfrutar los #DiasDeLluvia!

Protege tus electrónicos! 100% Waterproof
(No corras riesgos con imitaciones de mala calidad).

https://t.co/ndFhrF40eD... https://t.co/qqWQnnKj6y";0;85164.0;35642832.0;mechi; buenlunes  lluvia  airelibre  disfrutar  diasdelluvia  protege tus electronicos       waterproof  no corras riesgos con imitaciones mala calidad     
Cómo llueve culiaaaaaaa;1;13012.0;302262071.0;mechi;como llueve culiaaaaaaa 
desde temprano estoy sola en casa y con ésta lluvia, así como me gustaría estar todos los días.. que paz;1;30100.0;1134219181.0;mechi;desde temprano estoy sola casa con lluvia  asi como gustaria estar todos dias   paz 
@Yojuanjunco Jajaja no creo que un pibe de 20 años acá en Rosario se levanté, tome 2 colectivos y vaya a trabajar con semejante inundación...con temporal lo veo difícil pero capaz que alguno vaya ...20 añitos son pocos tan responsables a esa edad;0;36827.0;403037196.0;mechi;  no creo pibe    años aca rosario levante  tome   colectivos vaya trabajar con semejante inundacion   con temporal veo dificil pero capaz alguno vaya       añitos pocos tan responsables esa edad 
AHORA informa Policía Caminera: *Corte total en Camino del Cuadrado* por escasa visibilidad por lluvia.;1;20922.0;250660014.0;mechi;ahora informa policia caminera   corte total camino cuadrado  escasa visibilidad lluvia  
Lluvia hija de puta. Que bronca,  esperar tanto el día y ahora esperar otros días más dios.;1;8148.0;3390365505.0;mechi;lluvia hija puta  bronca  esperar tanto dia ahora esperar otros dias mas dios  
Tormenta de mierda;1;74940.0;3070474589.0;mechi;tormenta mierda 
Se viene la tormenta de nuevo lrpm😩;1;84954.0;9.301936247546839e+17;mechi;se viene tormenta nuevo lrpm \U0001f629 
Quien anduvo en la lluvia y lo tuve que bañar? 🙄🙄🤦🏼‍♀️🤦🏼‍♀️ https://t.co/M1GeyYFKAr;0;47009.0;1.0552464867814646e+18;mechi;quien anduvo lluvia tuve bañar   \U0001f644 \U0001f644 \U0001f926 \U0001f3fc \u200d \u2640  \U0001f926 \U0001f3fc \u200d \u2640   
Hola @Canapino ! Che te hago una consulta! Son las 11:25 acá en Viedma ! 13:30 se larga! Avísame si voy con gomas de lluvias o lisas ! Tengo que ganar o ganar jajajaja 😂😂 https://t.co/eMrQdZSQBs;0;88043.0;161126157.0;mechi;hola    che hago consulta        aca viedma         larga  avisame si voy con gomas lluvias lisas   tengo ganar ganar   \U0001f602 \U0001f602  
No llueve y tengo que limpiar la pileta y la pieza, tanto me odia la vida? TANTO?;1;2825.0;831533870.0;mechi;no llueve tengo limpiar pileta pieza  tanto odia vida  tanto  
Qué linda lluvia lpmm😍;1;13244.0;7.504879851629527e+17;mechi;que linda lluvia lpmm \U0001f60d 
@alesitoide Mira que me voy a acordar de todo eso en plena tormenta, más vale me muero y listo;0;79751.0;1209999306.0;mechi; mira voy acordar todo eso plena tormenta  mas vale muero listo 
que hermosura dormir escuchando de fondo la lluvia 💕;1;9919.0;1.0553113167123374e+18;mechi;que hermosura dormir escuchando fondo lluvia  \U0001f495 
Amo usar mis botas d lluvia jejje;0;15548.0;7.990338054367642e+17;mechi;amo usar mis botas lluvia jejje 
@CamejoBrk Mmm como qué hay tormenta para ir ahora. Mañana??;0;95037.0;8.53427000857559e+17;mechi; mmm como hay tormenta ir ahora  mañana   
@vicugiancarelli Se nota que estás en modo abuela y no salís.. si llueve me mandas vos el helado por cagarme la salida jajajajajajajaja;0;7441.0;263901769.0;mechi; nota estas modo abuela no salis   si llueve mandas helado cagarme salida  
Pocas veces me siento TAN adolescente como cuando llueve y no tengo paraguas;0;1004.0;2645761645.0;mechi;pocas veces siento tan adolescente como cuando llueve no tengo paraguas 
Complicaciones en la provincia de Buenos Aires por lluvias de variada intensidad. Fue el caso de Pehuajó donde ya se registraron acumulados oficiales por encima de los 100 mm. #AtentosalTiempo #SMN https://t.co/IDgZ4EDcqW;1;74024.0;498229990.0;mechi;complicaciones provincia buenos aires lluvias variada intensidad  fue caso pehuajo donde ya registraron acumulados oficiales encima       atentosaltiempo  smn  
"Lluvia en 3,2,1 parece ser....
Ayer 47 de térmica. ... por ahí bien? 😨😨 https://t.co/Cj4LW7yXBO";1;96252.0;425477752.0;mechi;lluvia       parece ser     ayer    termica      ahi bien   \U0001f628 \U0001f628  
Que cosa hermosa los días así y un café bien caliente para ver la lluvia desde la ventana;1;45211.0;8.099235093003715e+17;mechi;que cosa hermosa dias asi cafe bien caliente ver lluvia desde ventana 
Sentí esos truenos 😴😻😻;1;14959.0;4649200414.0;mechi;senti esos truenos  \U0001f634 \U0001f63b \U0001f63b 
dale lluvia hace lo tuyo;1;100003.0;7.29132615375147e+17;mechi;dale lluvia hace tuyo 
El pronóstico alertando tanto por la tormenta y acá todavía no pasó nada;1;9970.0;397426343.0;mechi;el pronostico alertando tanto tormenta aca todavia no paso nada 
@SMN_Cordoba Posibilidad de tormenta en poco tiempo?;0;81962.0;910496713.0;mechi; posibilidad tormenta poco tiempo  
Ojalá esta tormenta pase rápido 🙏;1;94573.0;2180211244.0;mechi;ojala tormenta pase rapido  \U0001f64f 
"Y después, la tormenta. 
#rayos #tormenta #noche #nikond7100 https://t.co/30Vs7ocU78";0;68843.0;1.0293407357771981e+18;mechi;y despues  tormenta   rayos  tormenta  noche  nikond      
Me pueden explicar porque le tengo tanto miedo a las tormentas? Necesito abrazar a alguien..re sad.;0;71968.0;1853401092.0;mechi;me pueden explicar porque tengo tanto miedo tormentas  necesito abrazar alguien  sad  
Amor eterno a los días de lluvia 💚;1;68324.0;160058286.0;mechi;amor eterno dias lluvia  \U0001f49a 
@CandeLujan16 Mal waso, igual si puedo ir antes de las 7:30 voy, pero onda si ya no está inundado, cosa que no creo;0;12022.0;1852908228.0;mechi; mal waso  igual si puedo ir antes      voy  pero onda si ya no inundado  cosa no creo 
Lluvia hacete presente;0;85432.0;365762222.0;mechi;lluvia hacete presente 
"Segundo día en esta ciudad, a pura lluvia &amp; viento. Y yo con una valija llena de musculosas, sandalias, soleros y shorcitos. 😒 Nunca un buzo. Siempre tan visionaria.... #cansadadetriunfar 😆 https://t.co/qU3uF5qEsm https://t.co/94aIaKMSQ1";1;39877.0;811393308.0;mechi;segundo dia ciudad  pura lluvia  amp  viento  yo con valija llena musculosas  sandalias  soleros shorcitos   \U0001f612 nunca buzo  siempre tan visionaria      cansadadetriunfar  \U0001f606   
manejar con lluvia 💕;1;97506.0;2877514097.0;mechi;manejar con lluvia  \U0001f495 
No dejas que nadie te diga que hoy es un día de lluvia;0;49036.0;7.935258743269212e+17;mechi;no dejas nadie diga hoy dia lluvia 
De los truenos jujuju;0;35162.0;7.670996841921536e+17;mechi;de truenos jujuju 
No vas a “quemar” mas grasa por salir a correr al mediodía al rayo del sol con 40 grados. Lo unico que vas a lograr es deshidratarte, cagarte de calor, dolor de cabeza y más fatiga. No sean enfermos;1;42694.0;634135681.0;mechi;no vas  \u201cquemar \u201d mas grasa salir correr mediodia rayo sol con    grados  unico vas lograr deshidratarte  cagarte calor  dolor cabeza mas fatiga  no sean enfermos 
"querés mirar la lluvia de estrellas  de las 2 am en la terraza de mi casa , mientras prendemos uno? 

Enviar.";0;67311.0;2736134028.0;mechi;queres mirar lluvia estrellas   am terraza casa   mientras prendemos uno  enviar  
Nos agarró la lluvia en el centro😅;1;35564.0;8.287761158587269e+17;mechi;nos agarro lluvia centro \U0001f605 
Otra tormenta en mi cabeza hace que no pueda parar de pensar;0;62197.0;179367605.0;mechi;otra tormenta cabeza hace no pueda parar pensar 
LLUVIA DE MIERDAAAA;1;73768.0;7.905752653532406e+17;mechi;lluvia mierdaaaa 
Dormir con lluvia 😍💆‍♀️;1;14448.0;1.0135438077181297e+18;mechi;dormir con lluvia  \U0001f60d \U0001f486 \u200d \u2640  
Está chequeado que yo tengo que ir a rendir con esta lluvia?;1;56046.0;352475843.0;mechi;esta chequeado yo tengo ir rendir con lluvia  
Que hermosa lluvia para dormir con vos...;1;53203.0;4510096169.0;mechi;que hermosa lluvia dormir con    
Lluvia ❤️;1;101080.0;1119477456.0;mechi;lluvia  \u2764  
¡¡ESTA NOCHE LLUVIA DE ESTRELLAS!!;0;79036.0;421959411.0;mechi;esta noche lluvia estrellas   
Esta para que llueve;1;48999.0;2986722232.0;mechi;esta llueve 
En 3,2,1 LARGATE LLUVIA HIJA DE PUTAAAAAA;1;48288.0;9.936582300301763e+17;mechi;en       largate lluvia hija putaaaaaa 
Y LA LLUVIA????;1;48286.0;2375665278.0;mechi;y lluvia     
Dia de lluvia!!! Dia ideal para darte una vuelta por feria del litoral!! 🌧😉 Un montón de locales bajo techo para que puedas disfrutar de un paseo en familia!!! Te mostramos algunas opciones de juguetes que vas a poder encontrar para los más peques!! 😀;1;1462.0;1281738853.0;mechi;dia lluvia    dia ideal darte vuelta feria litoral    \U0001f327 \U0001f609 monton locales bajo techo puedas disfrutar paseo familia    mostramos algunas opciones juguetes vas poder encontrar mas peques    \U0001f600 
Me acaba de decir mi hermana que cuando llegue a mi casa, la que se hace llamar mamá me metió abajo de la lluvia helada porque estaba chupada..;0;107690.0;8.931629644292874e+17;mechi;me acaba decir hermana cuando llegue casa  hace llamar mama metio abajo lluvia helada porque estaba chupada   
Cómo me rompe los huevos que porque ellos estén en auto , pasen y  les importe si te mojan o no . En día de lluvia ! Pelotudos egoístas !;1;26342.0;2541483256.0;mechi;como rompe huevos porque ellos esten auto   pasen importe si mojan no   dia lluvia   pelotudos egoistas   
¿Lluvias y tormentas para el inicio de la semana? https://t.co/BtmlbmuOuw https://t.co/UBfqpcV0hF;1;2032.0;133112179.0;mechi;lluvias tormentas inicio semana    
Hace 3 dias me viene indicando lluvia en el pronóstico del celular, hasta la la lluvia nos robaron! HDP! q asco de humedad !!!!!!;1;80012.0;1639644751.0;mechi;hace   dias viene indicando lluvia pronostico celular  hasta lluvia nos robaron  hdp  asco humedad        
Al menos hasta enero se mantendría la tendencia con lluvias por encima de lo normal - (https://t.co/eCtTVuDbPn);1;62390.0;751911534.0;mechi;al menos hasta enero mantendria tendencia con lluvias encima normal    
"Los pueblos afectados por las lluvias en Málaga, Sevilla y Cádiz, declarados zona de emergencia
https://t.co/NvVgQeewZx";1;18456.0;396720801.0;mechi;los pueblos afectados lluvias malaga  sevilla cadiz  declarados zona emergencia  
@Yamii_RA_ Llegue mas rapido que rayo macqueen;0;105252.0;8.511302932307231e+17;mechi; llegue mas rapido rayo macqueen 
@Gina_Ghia Y Argentina duerme espera el cambio,vamos por buen camino, las lluvias y las tormentas .Hipocritas,mentirosos vende patria 😡😡😡😡😡;0;85103.0;8.899537670677012e+17;mechi; argentina duerme espera cambio vamos buen camino  lluvias tormentas  hipocritas mentirosos vende patria  \U0001f621 \U0001f621 \U0001f621 \U0001f621 \U0001f621 
Está cayendo un pequeño granizo , traigan fernet;1;71964.0;2409656970.0;mechi;esta cayendo pequeño granizo   traigan fernet 
me voy a dormir con el ruido d la lluvia chauu;1;22284.0;3956859381.0;mechi;me voy dormir con ruido lluvia chauu 
Paaah loco que manera de sufrir ni me quiero imaginar los hinchas que fueron hasta la Bombonera y que la lluvia te lo suspenda querés matar a la lluvia de MIERDA;1;7902.0;590439177.0;mechi;paaah loco manera sufrir ni quiero imaginar hinchas fueron hasta bombonera lluvia suspenda queres matar lluvia mierda 
Hijos de puta los que en los días de lluvia, pasan en auto rápido y por la orilla y mojan al pobre pelotudo que va a pata.;0;25355.0;2700470956.0;mechi;hijos puta los dias lluvia  pasan auto rapido orilla mojan pobre pelotudo va pata  
Justo hoy tenía que haber tormenta lpm;1;96887.0;1720246339.0;mechi;justo hoy tenia haber tormenta lpm 
Si no llueve hoy que quilombo se va a armar;0;104859.0;1327103551.0;mechi;si no llueve hoy quilombo va armar 
BASTA @LLUVIA;0;22464.0;2573482649.0;mechi;basta  
Sos el amor de mi vida honda tornado lastima que nunca te voy a tener 💔;0;19195.0;2365279086.0;mechi;sos amor vida honda tornado lastima nunca voy tener  \U0001f494 
