msj_ort;TAG
lindo viajar con tormenta  no lloren  \U0001f614 ;1
mi mama escucha trueno automaticamente grita desenchufen wifi ;0
   otro dia flashie lluvia estrellas faltaba como semana  ;0
que linda lluvia estrellas ;0
por ahora juega  campo juego drenando bien  problema seria tormenta electrica  ;1
con lluvia  mates   docena facturas  ;1
loli sigue joda  rayos ;0
gente sali correr despues   meses  mañana pronosticado lluvia con granizos terremotos fuertes ;0
cuando llueve casa todo automatico onda ya saben no salgan camas pongan baldes donde gotee sujeten bien ventanas no vuele techo perfecta organizacion ;0
a fondo  culpa barras  inundaciones  mapuches  grupos organizados tormenta sabanas  pollos anarcokirchneristas      van hacer renunciar ocampo   \U0001f914  se nota mucho   copa libertadores ;0
ninguna tormenta eterna ;0
pero puta madre lluvia orto   ;1
mañana llueve  hasta hizo masajes  \U0001f631 \U0001f631 \U0001f631  ;0
que pare tormenta loco concha madre ;1
trueno vs dani  pierde  injustamente descendido  sea batallon   plata ;0
magico siempre hora salir trabajar llueve  hdp  ;1
llega ser mentira lluvia estrellas cago tiros ;0
 cordoba  martes      \U0001f53b   \U0001f53a   \u26c8 toda jornada  tormentas aisladas  ;0
que humo primavera estamos teniendo  dias horribles   con viento frio lluvia  ponete pilas dale   ;0
traje todo patio ver tranquilo lluvia estrellas y nublo dejate hinchar bolas hermano siempre tengo tanto mal orto ;1
 \U0001f534 ahora   efectos lluvia  \U0001f327 norte ciudad  asi encuentra av peñaloza       ;1
 lluvia espera juguemos local aparecer sino no entiende  ;0
xq no partio rayo  ;0
me llego android pie  no he usado tanto aun  asi no si dar gracias pedir parta rayo  ;0
asi nogoya tras lluvias torrenciales  intendente rafael cavagna recorrio mañana paseo puentes  hay    evacuados mas    auto evacuados  mas imagenes   ;1
 todo dia lluvia  mas    mañana ;1
siesta con lluvia    \u2764  ;1
alta tormenta vieja ;1
   culo llueve   ;0
cada vez llueve van poner  noviembre rain    ;0
buen dia   alto porcentaje humedad  rosario   altísimo porcentaje titulos deporte  estadio  vengan con lluvia torrencial noticias deporte    ;0
que satisfactorio escuchar como llueve \U0001f60c \U0001f60c \U0001f486 \u200d \u2640  ;1
imaginate terror tengo tormentas vine dormir sillon living porque alumbra cara refusilo miedo ;0
yo jodi con lluvia ahora no llover  lindo  \U0001f60d \U0001f60d ;1
hoy arrancaba estudiar eso lluvia no  ;1
no feliz con truenos ;0
lluvia dormir con bebe  ah  belgrano no perdio  no puedo pedir mas  feliz ;1
siguen alertas intensas lluvias gran parte pais hay victima fatal entre rios mantiene pronostico tormentas fuertes cordoba  san francisco lluvia acumula casi    desde ayer   ;0
dia lluvia   dia carbohidratos ;0
que lindo lluvia \u2764  ;0
pobrecito tirando estados tormenta cuantos años tenes      ;0
metete orto lluvia estrellas  todo nublado   ;1
que lindo despertarse ver llueve copado  \U0001f60d ;1
 todos no año pasado sequia  año  inundacion  mas excusas macri justifique inoperancia  saludo chicas  nona  ;0
no duro nada tormenta ;1
chiquita tormenta  \U0001f631 ;1
me iba trabajar agarro lluvia hermosa santa fe  cosa esto ser pobre trabajar  \U0001f623 ;1
se viene alta tormenta weys ;1
impresionantes imagenes tormenta anoche basabilvaso  departamento uruguay  entre rios  basavilbaso  ;1
esta lluvia relaja  ;1
no hermano mal estoy pasando con estos truenos ;1
hasta cuando con lluvia ;1
es cierto no pueden vincular veranos calor extremo grandes tormentas directamente cambio climatico  fenomeno lleva decadas manifestarse aumento temperatura promedio global  no picos puntuales  pero hasta ahi  ;0
calor  humedad  lluvia  pero alto cumple wuacho ;1
lluvia amo todo pero aguanta mañana quiero trabajar \U0001f926 \U0001f3fd \u200d \u2642 ;0
despues tormenta anoche  newbells consagro campeon torneo drenajes  ;1
no voy pegar ojo toda noche maldita tormenta ;1
que lindo debe ser dormir cucharita con tormenta    lastima estoy mas sola schoklender dia madre  ;1
veniamos andando bici contra viento entro granizo lluvia ojos feo  ;1
lluvia puta odio ;1
 llenada con propias lluvias  ;0
si  ya escuchaste tormenta ;1
que linda lluvia escribe con g con j ;0
la lluvia  truenos hacen querer estar con alguien  tonta ;0
diciembre fue mas lluvia mes ;0
anoche bailamos medio ruta cuando nos dejo joder lluvia  \U0001f602 \U0001f602 \U0001f602  ;0
tanto miedo voy tener tormentas    ;0
lo dormir con lluvia ;1
   yo rayo sol con jeans ya tengo heridos  ;1
alguien amable nos busque  nos agarro ka lluvia con machi  tenemos joda  ;1
soy unica ama sentarse ver tormentas  posta amo  \U0001f60d \U0001f329 ;0
un herido dejo tormenta afecto san javier   ;0
terrible tormenta seguir durmiendo ;1
inventaron lluvia arruinarme quincena ;0
calor  sol nada lluvias  pronostico tiempo nochebuena navidad   ;0
a largo cuando gorda queria ir comprar helado  pero saben  no hay lluvia calme voy igual  ;1
compartimos datos tiempo   \U0001f327 \u2601 \u26c5  datos tiempo  tiempo  lluvia  buen lunes  buena semana  gualeguay  ;0
lluvia espero con todas ansias       ;0
que ganas acampar  lastima lluvia ;1
   ponia ruido lluvia   ;0
sufro calor orto ahora llueve como concha lora  no queria mojarme     ;1
en aire buen dia  pone radio nubosidad variable  probabilidad lluvias tormentas aisladas  algunas localmente intensas  mejorando temporariamente  vientos regulares fuertes sector sur con rafagas  min     max   informacion sin ruido ;1
olor lluvia  \U0001f60d ;0
me parecio escuche trueno  ;1
yo no puedo creer mala leche tengo  voy inscribir curso  tome colectivo equivocado  baje casi rio medio lluvia busque otro colectivo tomarme medio barro  tuve cruzar toda ciudad no llegaba  ;0
linda lluvia dormir otras cosas mas ;1
caminar con lluvia escuchando betrayed debe ser mismo suicidarse creo ;0
fumando porro escuchando redondos viendo lluvia ;1
sandra todavia llueve ;1
tendria largarse hermosa lluvia asi noche pone fresco especial todo ;0
ojala caiga rayo medio escuela prenda fuego asi no tenemos clases hasta dentro    años cuando hagan otra ;0
con tiempo aprendes bailar abajo lluvia vez estar esperando pase tormenta ;0
siempre odie tormenta ;0
mi gata mas chica sufre tormentas como nadie parte cora mil    ;0
 si no ahogan con lluvia primero  ;0
segunda noche consecutiva digo  mañana armo pileta  llueve ;1
lluvia hermosa vida \U0001f60d \U0001f60d ;1
y trabajar con esa lluvia  \U0001f62b ;0
me estan haciendo saltar rayos caen oro verde lpm ;0
un cagazo truenos relampagos  ;0
pasamos lluvias soles pero siempre juntos ;0
no querer levantarse con lluvia         como cuesta trabajar ultimo tramo año  \U0001f622 \U0001f613  necesito vacaciones ;1
quiero tener alguien con quien pasar estas noches tormenta  con mimos abrazos  \U0001f97a ;1
 lluvia  amp  escuadra heroico    ;0
la ventana abierta escuche lluvia  \U0001f60d ;1
llueve sobre mojado  lala ;0
escape paolucci racing honda tornado             romamotos  escape  exhaust  paolucci  competicion  racing  honda  tornado  hondatornado  xr    roma motos  ;0
para nosotros  lluvia   amiga     yo quiero  helados  yo quiero  confitados  yo quiero  via    ;0
que linda lluvia  \U0001f486 ;1
que maravilla leer con lluvia    \U0001f496 \U0001f496 ;0
llueve duermo sola  hago todo mal ;1
pero belleza lluvia  ;1
 porque no arreglan baldosas flojas dias lluvia dejan hacer pelotudeces   ;0
el agua lluvia baja primero mayo  ;1
llueve afuera libro sabe  ;1
que hermosos dias lluvia \u2614 ;0
que hermoso como llueve ;1
me desperte hora antes disfrutar lluvia ;0
 pasa tengo juntar con wacha ver lluvia estrellas ;0
que lindo estudiar con lluvia dijo nunca nadie ;0
 mejor  lluvia ayudara disimular mis lagrimas  ;0
ya no si salir con campera solo con remera      con clima cualquier rato llueve \U0001f602 ;0
que linda lluvia quedarse cama durmiendo todo dia ;1
soy unica tiene fobia truenos  ;0
llegue media hora tarde  rayos tiempo  ;0
 santa fe poca lluvia  esquina desbordada  centeno  alvear  heras  ferre  envia vecino   ;1
bueno como ya lluvia ;1
ni enterado tormenta paso anoche  \U0001f632 ;0
los truenos concha lora ;0
el rayo sigue cuidando palo    ;0
esto pasa porteños no conocen ritual cortar tormenta con hacha ;0
 no estes sola lluvia  no entregues favor     ;0
no puede ser tenga laburar semejante calor favor si existe dios mande tormenta viento fresco ya aca ;1
la lluvia hace acordar corazon cuando llora    ;0
la mufaron lluvia estrellas  mansa nube ;0
estoy escuchando novio yatra mientras llueve  \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d ;0
hoy noche viste diferente    lluvia adorna silencios amor cubre mis sueños  ;0
 repost   \u30fb \u30fb \u30fb poco lluvia  \u2614  \U0001f327 pero suerte estuvimos visitas eh park paradise  official  siempre placer pasar tiempo templo  \U0001f64f \U0001f3fd \U0001f64c \U0001f3fe \U0001f44f \U0001f3fe hoy lleve estos tricksitos     ;1
a muchos falta apoyo rayo cassette ;0
cheto esa lluvia  pone buen humor ;1
abasallante olor lluvia entra ventana  \U0001f497 ;1
oh rayos ;0
con lluvia tengo ganas   caiga rayo  pollerear ;1
amo lluvia pero justo hoy tengo hacer mil cosas puta ;0
con lluvia viene ta para cucharear ;0
che queres venir mirar netflix con lluvia fondo  enviar eliminar todos  ;0
suspendeme todo agenda porque llueve tengo dormir siesta ;1
esas tremendas ganas dormir despertar cuando tormentas pasen   ;0
 lluvia quemada   si unica lluvia hay inunda casa ;1
algo mas lindo dormir con truenos fondo  no creo  \U0001f60d \u2665  ;0
negri bella quedo peluca despues lluvia ;0
soy unica chupa huevo tormenta  ;0
para mierda llueve si va hacer mas calor lpm ;1
la lluvia viene  nos caga finde  va ;0
domingo lluvia  familia  franco  suerte mia ;1
damela siempre lluvia  \U0001f60d ;0
 sabado   termina segundo programa  region     pero antes  conocemos historia tornado azoto hace    años san justo voz fernando molina  ;0
hermosa lluvia mates tortas fritas  pero bueno aca estoy esperando rendir  ;1
todos con lluvia piensan garchar yo solo pienso comer ;1
eso porque no conocio alberdi noche con lluvia  ;0
 pegar alta siesta juntos con lluvia \U0001f60d ;1
nunca mas salgo cuando venga tormenta ;0
 buenos aires tambien llueve  ;0
alguien acompaña ver lluvia estrellas  ;0
gente bronceado mis caminatas bajo rayo sol    min todos dias aproximadamente   no pregunte   tampoco suponga  ;0
esta tormenta hoy vuela contra dolor   ;0
no estarian gustando truenos  \U0001f613 \U0001f613 \U0001f613 ;1
netflix  \u2714  chocolate  \u2714  lluvia  \u2714  compañia  \u274c ;1
lluvia  siesta novio  combinacion perfecta  \U0001f44c ;1
dale  llove loco ya estoy encandilado tantos relampagos yanqui ;0
 temporal  tormentas  nos preparamos alertas norte provincia  todo indica vamos tener tormentas intensas semana  vamos estar alertas  estamos monitoreando    horas  afirma claudio vignetta  encargado riesgo catastrofes  ;0
no hay nada mas lindo sentir olor lluvia ;0
 sol  lluvia estrellas no era anoche  era noche  cuando estaba tormenta  eso dice        miercoles    partir    hasta  am jueves    ;0
taba yendo hacerme alisado agarro lluvia  gracias tanto  ;1
che  yo vivo muy alejada nueva esto no tiene explicacion  pero aca lluvia nunca llego  \U0001f937 \U0001f3fb \u200d \u2640  \U0001f937 \U0001f3fb \u200d \u2640   bv san juan   ;0
como estoy cagando risa con bar  hay ruidos techo primero dijimos rata  despues paloma  despues gato  dice seguro llueve  digo  si boluda solo lado     ;0
otra tormenta agarra campo concha lora        ;1
 buen martes  tengamos lindo dia pese lluvia  besos ;0
  llueve semana mas ;0
algo mas lindo lluvia dormir pecho novio mientras hace mimos  no existe  ;0
esta mañana  pesar lluvia campus universitario rabanales con alumnas alumnos profesorado contando nuestro  compromiso andalucia         ;0
si no parte rayo parto yo ;0
queres venir siesta mientras escuchamos truenos lluvia ademas ronroneo gato  enviar ;0
viene nomas tormenta  hay riesgo granizo cerca   hs   ;1
la lluvia hermosa dormir pero aparece noviembre  sabado ya hay egreso  tene piedad ;0
 encima fui con lluvia todo  ;1
llueve hace mugre nomas ;1
valga redundancia    lluvia cago lluvia estrellas  ;0
segun pronostico año nuevo llueve  odio clima ;0
ahora no llueve pero seguro cuando tenga ir casa empiezan caer soretes punta ;1
lo tengo ami lado   lluvia   no puedo pedir mas  \U0001f60d \U0001f48f ;0
limpie pileta viene alta tormenta  anda cagar ;1
 pego fuerte lluvia ;1
le dije mama  todavia no llamaron ir trabajar  dice mejor hija llueve mucho \U0001f602  hdp mas vaga yo  ;1
maldita lluvia verano obliga dejar estas haciendo  prender aire cucharear ;1
a pleno moto bajo lluvia  no como llegue casa  ;1
lluvia millones      \U0001f911 \U0001f911 \U0001f911 \U0001f911 ;0
ni si llueve  pero quedarse durmiendo e ;0
sos lugar tranquilo donde quiero estar  pero veces tormentas hay  ;0
con lluvia dormir  no estudiar ;1
esta lluvia hace recordar todas esas personas alguna vez dañaron       ;1
 nena   poco mas caia cielo truenos relampagos no sentiste nada  \U0001f602 ;1
 hora confirman si juega con lluvia ;1
como otros lados llueve aca no   necesito  \U0001f615 ;1
con lluvia  dormir nomas ;1
que hermoso cuantas ganas ir trabajar con lluvia dijo nadie nunca ;1
si llueve ya sabemos  ;0
a clava chaperio gurisada viene tormenta ;1
todavia no lave mis zapatillas lluvia anterior  ya tengo lavar hoy  porque haces esto dios ;0
que linda lluvia  ;1
que ganas ser varon poder caminar tranquila bajo lluvia  ;1
   años tengo miedo truenos  dios ;0
mira  videos mas impactantes granizo provincia cordoba  \U0001f631  ;1
tener delivery chocolates doritos   mañana con lluvia fue mejor paso life ;1
llueve   dias seguidos  \U0001f62f ;1
pero mira ese granizo papa ;1
que linda lluvia   ;1
llueve \U0001f60d ;1
anoche dormi hora con hernan lavadero porque tenia miedo tormenta parece perfecto  ;1
 cague lluvia estrellas mejor miro tormenta ;0
y lluvia para cuando  ;0
                                                piensan cordobeses hoy macri   heladera mata relato amarillo    abran aprendido     harry potter en cuatro rayo ariana teatro colon ariana grande  g  summit     colon  fuerag  fmi ;0
 tranquila  con lluvia sin lluvia  vas romper igual  \U0001f44c \U0001f64c ;0
esto mas lluvia estrellas lluvia literalmente  hasta mundo boludea ;1
  ;0
esta lluvia mierda no quiere parar lluvia mierda no quiere parar river no paran llorar  \U0001f3b6 ;1
la tormenta mierda rompio toda   lpm ;1
que paso con lluvia estrellas  ;0
y mira si aca atraparon lanatas ojotas con   grados tranquilamente pueden jugar esa  \U0001f171 verga clasico botas lluvia ;0
que lindo dormir con piernas ajenas fingir miedo truenos  ;0
jamas pense terminar haciendo algo como anoche    hermosa tormenta agarro   ;1
lpm lluvia orto ;1
alta lluvia no tengo novio para duerma conmigo ;1
no puede estar tan linda agua lluvia   unas ganas seguir mojandome  \U0001f602 ;1
que ganas dormir con mientras escuchamos como llueve  ;0
lluvia mierda puta mil pario ;1
vos  cama  netflix  amp  ruido lluvia \U0001f60d ;0
estos zorros insensibles     lluvia  dia gris  dibujo  ilustracion foto  zorro  paz  tranquilidad  relax  digital  retoque  agua  tormenta  doodle  ;0
 rayos  necesito novia asi ;0
ya fue suficiente lluvia ya pelotas  ;1
mi vieja lavando patio mientras llueve  despues yo estaba mal cabeza  ;1
me parece loquisimo verano haya gente vez evitar calor tira hora abajo rayos sol tipo algo existe    hace años    broncearse    igual no voy entender jamas ;0
bueno fui facu ya retire lluvia  siento primaria ;1
cuando llueve quiere hacer algo  \U0001f923 ;0
no no no no  no puede haber cagado noche asi lluvia ;1
los dias lluvia extraña doble ;0
dia orto   ensuciaron vidrios causa lluvia  ayer habia limpiado   cosa veterana ;1
cancelamos juntada tormenta fue lpm ;0
llueve  ;1
el rayo tremendo con triples         \U0001f525 \U0001f525 \U0001f525 \U0001f525  ;0
mi viejo no puede volverse rio porque inundado todo camino  debe estar contento otro ;1
hoy dia perdido  no puedo estudiar con lluvia asi  voy dormir todo dia  ;1
voy hasta con lluvia ;0
si no parte rayo  parto yo \U0001f602 \U0001f602 ;0
cuando llueve eternamente  ;0
video   inundado desastre continua ;0
si sere asco dormir cayo rayo lado levante inundada ni enterada ;1
lavo ropa  llueve  nunca vayas mirar pronostico tiempo  ;1
quiero ver lluvia estrellas unico ven rayos  justo hoy tenia llover  ;1
con lluvia ta para vengas dormir conmigo \U0001f48b ;1
especial dormir con lluvia ;1
sabado lluvia  champagne   ;1
                                             si no dejan dormir con lluvia mejor aun  \U0001f923 \U0001f923 ;0
con lluvia unas ganas todos perros entren pieza  pido perdon delicados ;1
la noche linda ver pelicula terror con lluvia todas luces apagadas ;1
con esa lluvia ya estoy ready dormir ;1
 eso porque traigo cosas buenas posse  excepto lluvia  ;0
 informalo sobre tormenta  prende plan ;0
lluvia estrellas escuchas  ;0
yo queria lluvia estrellas no lluvia piedras rayos ;1
 si mira esa tormenta va mojar cria ;1
accuweather    mayormente soleado     grados  lluvia    realidad  alta tormenta con chaparrones relampagos  ;0
linda lluvia  \u2601 ;1
primero fue rayo  ahora cable pelado estaba con corriente sosa cuidate  \U0001f64c ;0
 llueve porque estoy tierno ;1
dice rayo mcqueen hay tormenta ;0
de lluvia gusta  asfalto bien oscuro mojado  luz semaforos  cielo gris oscuro  luces autos  todo eso combinado junto   \U0001f937 \U0001f3fc \u200d \u2640  si hiciera frio  seria tormenta perfecta  ;0
gracias otra vez lluvia ;0
no soporto mugre queda casa cuando llueve  deje llover dios  nunca tuve tantas ganas limpiar ;1
queres venir dormir mientras vemos como llueve  enviar  ;0
la lluvia bendicion decia abuela  salia sin paraguas con mate hasta esquina just because  ;0
voy psicologo desde    jamas dieron alta rayos eso  ;0
 \U0001f535 aire    salud publica   lluvia deja vista situacion hospitales publicos   boleteria conversamos sobre tema con estela gimenez  secretaria union trabajadores salud     ;0
esta lluvia inversiones pronostico senior presidente macri ojitos cielo  vieron veinte dio frutos  ;0
 no creo  lluvia   esa foto  \U0001f60d  ;0
apa tormenta viene  \U0001f631 ;1
y si quiere venga lluvia viernes total picasso tiene aire perro    \U0001f60e \U0001f60e ;0
zarpado rayo cayo hermano vino acostar conmigo  \U0001f923 ;1
hacia mil no corria calles con lluvia  hoy volvi recordar sentia   \U0001f923 \U0001f923 \U0001f923 \U0001f923 ;0
tres meses esperando noche quedarme casa  preferible parta rayo no ;0
la lluvia tiene ;1
escucha como llueve dormir todo dia ;1
lluvia voy extrañar ;0
chicos hoy llueve  gonchi saco dar vueltas chata \U0001f49b ;0
no llueve pero veni dormir conmigo ;1
el       diciembre va haber lluvia estrellas   am  queres veamos juntos  pensalo  sumale eso unas cervezas  ;0
me muero si llueve     ;0
trueno tiene flow ;0
miercoles nublado  \U0001f62e sigue lluvia  santa fe   \U0001f914  ;1
                 hola silvia      buen martes       \U0001f602 \U0001f602 \U0001f602 \U0001f602 si mas fotos      bien pase lluvia  \U0001f914 \U0001f914 \U0001f914 \U0001f914  ;0
salir trabajar agarre lluvia ruta moto  \U0001f621 lpm ;1
como  con esto lluvia lpm ;0
estoy vereda esperando mama salga trabajar tormenta dando mucho miedo ;0
tanta tormenta dos gotas agua  no aguanto mas calor lpm  ;1
al fin lluvia ;1
es  falso redes fenomeno haya producido melincue  santa fe  fue tornado azoto localidad uruguaya dolores        ;1
 clima sigue inestabilidad provincia  mira pronostico hoy   ;0
lo bueno haber ido psicologa sin paraguas dia lluvia  cuando sali llovia  moje toda camuflaron lagrimas  ;1
que hermoso acostarme sentir ruido lluvia \U0001f64c ;1
mimi dijo quiero  creo mañana llueve ;0
por dios terrible como llueve  mamita miedo     ;1
 \u201c vendran lluvias suaves \u201d  especie fabula deviene fantastica  saca mejor estas almas  via  ;0
 traidor    probabilidades lluvia dijiste estupida ;0
 muerto  ademas visionario  vio pileta con lluvia  mucho ratoneo ;0
animo  ilusiones  esperanzas expectativas  todo suelo  lluvia no ayuda ni poquito ;0
vayanse cagar ustedes lluvia ;0
asi estoy cuando vienen grandes tormentas   ;0
se espera todavia menos hora mas lluvia  momentos puede ser intensa  ;1
o dijo no lluvia porque no quiere decepcionar mas  ;0
pichon tormenta hay cordoba    sera cuestion rumbear camita  buenas noches  ;1
me ceba trueno ;0
dejen subir fotos tormenta estoy cordoba deje auto frente terminal concha ;0
 si  lindo caminar bajo lluvia con    \U0001f60d \U0001f60d ;0
oh truenos asustan hijo  \U0001f623 \U0001f623 ;1
se registran lluvias lloviznas variada intensidad todo territorio provincial provocan calzadas humedas resbaladizas banquinas inestables   \u27a1 circular con precaucion   \u27a1 reducir velocidad   ;1
mi mama pone limpiar dia lluvia  unica loca compulsiva limpieza ;1
fuerte  lluvia desde madrugada  pergamino     acumulados hasta momento   ;1
birra helada lluvia estrellas ;0
hoy lluvia estrellas   cielo sola nube ;0
que largue ya quiero siesta con lluvia ;0
aca tienen motivo porque tanta lluvia      ;0
como esperaba lluvia  \u2665  ;1
amo tanto tormentas \U0001f60d ;0
 puntobizpremium  finanzas informe bolsa rosario   conoce mas  suscribite   ;0
 apenas pare lluvia vamos ;1
tengo lluvia  mates tortas fritas listas  solo faltas    ;1
 ;0
que hermosa lluvia cuando vas dormir  \u2661 ;0
compre pileta hoy arme hoy  resulta dan lluvia hasta jueves viene  hablame salada  ;0
como llueve lpm  \U0001f60d ;1
entre lluvia  viento mis nauseas    vaya saber hora duermo     \U0001f614 ;1
operativo clamor san lavagna       cuestion economica arde hombre demostro ser piloto tormentas  fue gestion denunciando cartel corrupcion obras publicas lifschitz   lavagna puede ser candidato consenso   via  ;0
 parece lluvia trajo verdadero poeta ;0
jodeme llueve otra vez     dale  \u2600  ;1
cuando llega tormenta final  ;0
voy preparar mate cocido mate  acompañare con tortilla ire comprar ahora  puso frio despues lluvia ;1
si primo no vuelve ros porque inundado  perez oceano lado rosario ;1
seguro llueve media hora despues sale sol prende fuego todo ;0
se viene tormenta pero ni tira dormir ;1
que hermoso cuando llueve ;1
tengo limpiar toda casa despues vengan culiados amigos tengo dejen como si hubiera pasado tornado  \U0001f602 ;0
 intendente  omitio contar lauraro respondio sobre obras provincia  segunda vez llueve asi  pero gobierno provincia santa fe hizo canal medio terrenos ahora agua desagota con rapidez   ;0
las noches asi lluvia con truenos hacen acordar cuando dormia con nona daba mano no tenga miedo  extraño tanto  ;1
lluvia concha madre  no arruines sabado ;1
yo queria ver lluvia estrellas no agua  \U0001f644 \U0001f494 ;0
gracias universo lluvia ;1
unas ganas tomar sol caia rayo mas o menos ;0
no paran lluvias      ;1
 \U0001f321 para proximos meses preve mayor probabilidad ocurrencia temperatura   ;0
despues tormenta  siempre sale sol  \U0001f60a ;0
amo lluvia  \u2764 ;0
nada mas lindo dormir con lluvia ;0
  no tenes idea    llueve todos lados  quiero morir  arregle techo entra mas agua  \U0001f62d \U0001f62d \U0001f608 \U0001f62c \U0001f62c ;1
sigo esperando ese tal arcoiris aparece despues tormenta ;0
  eh ro si ya quemo rayo ;0
queres venir mañana ver lluvia estrellas conmigo mientras tomamos birra   enviar ;0
llegue ceres pensando podia tomar sol hasta finde no parecer tan muerta ahora resulta pronostican lluvia hasta sabado \U0001f44d \U0001f3fc ;0
vuelva nomas   lluvia verga ;1
rompi inodoro  oh rayos ;0
hoy no tengo poner aplicacion con sonidos lluvia para dormir \U0001f61d ;0
recien entero llovio eso siente mas truenos  eso pasa cuando cristian german sanchez invoca  ;1
que linda lluvia  caricia corazon   ;1
 canalla puede sacar pais adelante  lluvia inversiones llego jueves   ;0
 estoy celosa lluvia ahora   ;0
 llueve noche mañana  ;1
  alto miedo truenos no duermo mas ;0
 camino llueve como loco     ;1
 \u26c5 lluvias proponen tregua hasta lunes  mira como va estar fin semana informe clima auspiciado   ;1
si pasan taller ven pelotudo cortando caños rayo sol no rian  yo  ;0
si llueve sabado junta con banderazo como voy no morir despues eso ;0
hay tormenta no facha ;1
esta lluvia dios  \U0001f60d falta compañia nomas  \U0001f494 ;1
a no caer lluvia varillas      putisima madre ;0
 buen dia  buen lunes asi amanecimos \U0001f327 \u2614 \U0001f61e      \U0001f3b6 llueve sobre mojado cada cual lado \U0001f3b6  lunes foto propia  tengas buen comienzo semana \U0001f618     buena mañana   ;0
noche lluvias     ;1
tenemos    cuadrillas municipales atendiendo situaciones causadas tormentas  estamos priorizando levantamiento arboles caidos via publica  limpiando desagües principales canales  ayuda cada vecino fundamental  no saquemos basura   ;1
 despues tormenta  siempre sale sol  realmente   fin llegan buenas  bien con familia  bien con novio  bien con mis amigos   mas puede pedir   \u2764 ;0
jornada gris posibles tormentas  carlos paz   lunes viernes       hs canal    cablevision carlos paz     ;1
hay mejor regalo navidad remera relampago  no olvides contarnos parecio proyecto mandarnos foto con uno instrumentos  ;0
desenchufe cada puto cable casa reverendo pedo porque no volvio caer puto rayo  literalmente pija ;0
muy linda lluvia  pero basta  ;1
           otra mas  calle osario reina sofia  no llueve  no hay alta demanda  pero si hay servicio publico con tarifas reguladas  frente multinacional extractiva clava usuarios  inaccion autoridades asociaciones consumidores       mas caro   ;0
porque no llueve   \U0001f613 \U0001f630 ;1
 wos papo replica dani trueno ;0
ami encanta tormentas pero ese rayo estuvo feo ;1
viernes lluvia  asique no queda otra dormir \U0001f634 ;1
mirar lluvia seguir durmiendo   saber no trabajo    voy hacer masajes   hoy si buen lunes    ;1
sobre fue pija noche tiene agarra lluvia deja ;0
si no parte rayo parto yo ;0
fav si llueve porque yo corte pasto ;0
 hago todas tormentas  si molesta hablalo con mejor amigo ;0
 rayos  debi haber parecido idiota  \U0001f62d    igual gusta oso  nunca veria como historia superacion  yo solo pensaba koda kenaiiiii ;0
muy lindo dormir con lluvia  pero ya tiene podrida ;1
no gustan noches tormentas electricas  \U0001f616 ;0
sos linda porque real  porque sonreis hasta cuando cosas van mal  linda porque si  porque si soñas  porque si confias  linda porque no necesitas mostrarte princesa agradarle demas  porque cuidas amas  porque cuando llegan tormentas  vez escapar  bailas  ;0
nos metimos abajo lluvia con tal atrapar pokemon con jesuan  ;1
que venga tormenton  caiga rayo parta transformador medio  \U0001f64f ;0
 olvidate hermano eso todo tocado  yo voy narnia cuando escucho trueno ;0
los dos principales problemas  rosario violencia desigualdad  lluvias estos dias muestran peor cara esa desigualdad  miles vecinos vecinas con agua casas  calles inundadas barro va tardar dias dias secarse   ;1
me quiero mudar ciudad  como tormenta   truenos        verdad estoy pasando muy mal ;0
que todas noches vida haya tormenta  amen ;0
se viene lluvia otra vez  \U0001f44c ;1
despues cada tormenta viene arcoiris ;0
hoy dije tiago angi vengan llueve hasta cae piedra ;1
amo escuchar relampagos pero tengo oido mas sensible mierda ;0
cosas relajan lluvia  \U0001f327 \U0001f499 ;0
claro si rayo  \u26a1 ;0
fuerte lluvias regiones productoras argentina  punto negro abajo rosario   ;1
que lindos truenos  \U0001f60d \u26c8 ;1
yo quiero ir estudiar  pero lluvia no deja  ;1
 encanta torta  yo no paso mejunje con dulce leche lluvia rocklets torta todo  \U0001f49e ;0
que linda lluvia  \U0001f327  \U0001f60d ;1
dormir solos dias lluvia  deberian estar prohibidos  \U0001f648 ;0
que onda lluvia cagando todo  por favor  ;0
detesto lluvia ;0
hoy hay mis amigos disfrazan mañana llueve ;0
 agradecemos gobierno    dia historico  colonia san pedro  progreso no detiene casi todos dias hay inauguracion provincia  hoy  pesar lluvia   gas llego localidad      ;1
 yo tambien  ibamos caer cuando pasamos no vimos despues venia tormenta  \U0001f494 ;1
la lluvia no mas estoy pensando toda gente mojandose porque no tiene techo entra agua casa   amo lluvia   pero ya mucho  ;1
ya  duele alma  extrañas  ratos lloras  sentis reventas  no entiende nadie mas  pero mierda con todo  caiga mundo  cuando pase va llegar algo mejor  porque aca aprende error  porque hay pasar tormentas valorar amor  ;0
que placer escuchar lluvia silencio ;0
nada mas lindo dormir con persona queres encima con tormenta ;0
 \U0001f3b6 \u2113 \u2113 \u1e73 \u1e19 \u1e7d \u1e19  \u1e67 \u273a \u266d \u056b \u1e19  \u057a \u273a \u2669 \u1fb0 \u15b1 \u273a  \U0001f3b6        peatonal cordoba  rosario  ;0
tuvimos corre con serrano chuni solo lluvia  \U0001f627 \U0001f602 \U0001f610 ;1
hermosa lluvia ;0
